,2004/Q4,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4
TSF_sy,16.63,,4.06,,,9.09,0.66,-11.63,1.74,7.39,-6.23,7.31,-3.90,-7.56,-11.33,-6.78,3.19,-1.74,10.75,9.25,4.13,5.34,13.72,-2.15,6.14,-5.38,-8.91,,-14.70,12.09,-4.43,-7.41,-1.89,-13.04,2.54,-0.62,0.95,5.87,-0.05,9.77,8.08,2.73,2.92,-1.23,-6.90,-3.35,-3.40,-0.79,8.49,0.55,-0.01
TSF_qq,,,-14.05,-7.23,-2.30,29.60,-4.52,-2.74,-11.09,16.54,-19.58,-2.77,-9.05,36.04,4.24,0.17,-5.64,14.94,-4.64,-18.77,-10.33,28.91,4.13,-5.85,-14.90,24.12,-6.85,1.64,-14.92,25.22,-4.18,-4.47,-19.59,29.31,3.68,0.05,-13.59,28.91,-5.19,-2.02,-16.68,24.45,2.16,-2.10,-11.40,15.23,-4.84,0.05,-14.27,25.75,-4.85
TSF_sq,,,14.86,1.86,-4.99,-1.86,5.98,-10.58,9.38,3.60,-7.46,2.33,-2.04,-0.35,-11.23,7.58,8.44,-5.11,0.05,6.12,3.36,-4.01,8.01,-8.68,12.11,-14.43,3.97,-0.45,-3.70,12.45,-11.35,-3.55,2.04,-0.33,4.53,-6.52,3.65,4.53,-1.31,2.66,2.06,-0.64,-1.13,-1.48,-3.80,3.15,-1.18,1.18,5.20,-4.41,-1.72
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,0.16,,-12.40,,,20.98,21.30,11.62,9.07,13.29,10.05,3.99,0.51,0.03,-2.60,-4.21,-7.61,-11.63,-8.95,-7.71,-1.14,-4.52,-8.74,-4.39,0.18,0.38,1.83,-1.26,-3.73,-9.19,-8.20,-7.86,-3.19,-1.54,-4.27,-3.46,-8.72,-16.30,-13.60,-14.12,-3.20,-4.25,-3.32,-2.72,-5.52,-5.85,-7.60,-6.86,-4.22,-11.68,-5.30
ZKO_sy,8.51,,5.11,,,25.41,-1.83,-14.90,-31.43,-5.68,-13.92,3.99,15.29,12.08,31.90,-8.54,-20.21,-8.60,-12.30,-2.51,9.61,38.35,-18.46,8.25,13.66,27.89,19.15,5.31,10.91,-40.72,11.67,15.40,2.91,35.94,-6.78,5.16,0.49,-1.14,3.71,-2.99,-7.15,-1.62,-9.29,-3.63,0.06,0.27,4.69,4.24,7.11,-1.62,2.91
ZKO_qq,,,8.03,15.22,-1.09,-1.74,8.32,6.02,-3.34,2.06,5.22,0.18,-6.58,1.58,2.45,-1.47,-9.89,-2.84,5.56,-0.13,-3.48,-6.15,0.88,4.63,1.13,-5.97,2.35,1.45,-1.39,-11.30,3.46,1.82,3.60,-9.79,0.59,2.68,-2.04,-17.28,3.83,2.06,10.43,-18.18,4.84,2.70,7.25,-18.47,2.89,3.52,10.28,-24.82,10.34
ZKO_sq,,,66.36,-1.86,14.41,-32.86,30.23,-14.92,-7.82,-7.65,18.86,2.77,2.20,-10.22,39.88,-28.73,-10.84,2.84,34.22,-20.78,0.23,29.81,-20.90,5.17,5.25,46.06,-26.31,-7.04,10.84,-21.93,38.83,-3.93,-1.16,3.12,-4.80,8.37,-5.54,1.45,-0.12,1.36,-9.59,7.49,-7.91,7.69,-6.13,7.71,-3.85,7.23,-3.55,-1.07,0.58
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,-7.12,,-6.98,,,-8.10,-2.98,-0.89,-5.37,-0.11,13.24,14.16,13.91,14.45,1.41,2.10,-9.87,-14.14,-14.29,-11.56,-0.21,-1.54,-0.61,-1.34,1.35,2.18,3.99,3.75,3.37,-1.55,-1.93,-1.50,-0.09,0.82,-1.81,-1.88,-0.79,-9.77,-5.85,-6.05,-1.55,-1.08,-0.78,-0.13,-1.98,-3.38,-4.16,-1.80,1.97,-2.32,3.95
OSF_sy,0.42,,3.98,,,4.69,2.25,5.20,-4.32,-0.87,-5.70,-8.21,1.50,-0.15,-5.26,-5.47,-9.10,-12.95,6.92,7.76,8.45,22.58,-3.26,-2.97,-2.97,-9.73,3.18,0.86,2.32,2.44,-2.57,0.69,2.71,-1.84,0.84,-6.13,-4.17,-0.59,1.35,-1.61,2.83,0.79,2.47,6.02,-1.77,0.75,-3.30,-1.29,-1.10,1.15,-1.05
OSF_qq,,,-5.99,-3.36,9.78,-7.86,-0.75,-1.27,4.81,-2.74,12.52,-0.47,4.58,-2.28,-0.31,0.21,-7.68,-6.91,-0.48,3.39,4.18,-8.16,0.47,2.63,7.03,-7.41,2.25,2.39,6.64,-11.81,1.85,2.84,8.16,-11.01,-0.80,2.76,9.37,-19.07,3.50,2.55,14.60,-18.68,3.81,3.22,12.48,-19.84,2.98,5.77,16.79,-23.21,9.58
OSF_sq,,,5.09,-0.14,0.83,-1.06,2.64,2.75,-8.30,2.51,-2.36,0.01,1.39,0.85,-7.36,-0.22,-2.50,-3.42,13.79,0.56,-1.87,9.17,-10.20,0.86,-1.87,1.56,2.64,-1.40,-0.46,1.69,-2.38,1.90,1.54,-2.82,0.28,-5.14,3.65,0.81,2.24,-7.90,8.33,-1.19,3.94,-4.71,0.37,1.34,-0.23,-2.73,0.55,3.65,-2.39
NetDebt,150268000000,130476000000,151961000000,178816000000,303329000000,196595000000,222591000000,268783000000,384406000000,261973000000,252209000000,268545000000,362083000000,228782000000,219007000000,236484000000,306901000000,183755000000,179258000000,213480000000,287530000000,159765000000,164148000000,190369000000,319885000000,174038000000,199264000000,223490000000,305037000000,159047000000,164465000000,185923000000,277518000000,157105000000,157994000000,173645000000,242670000000,116654000000,126767000000,135633000000,218350000000,118491000000,129761000000,139836000000,213138000000,103789000000,115511000000,131873000000,211063000000,92102000000,114930000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,15.19,,-8.86,,,52.47,33.82,28.25,13.76,35.52,125.77,58.70,136.66,41.27,-34.79,-26.47,-60.36,-54.08,-46.67,-36.14,-23.11,-11.92,-4.75,-2.34,44.27,24.07,41.90,28.99,-12.33,-13.37,-19.03,-20.20,-3.38,3.10,-0.42,3.00,-27.13,-30.63,-28.85,-29.30,14.73,7.08,4.19,-1.53,-25.68,-29.62,-24.23,-25.05,-18.99,-29.96,-23.37
NetDebtEBITDA_sy,29.24,,-13.91,,,15.88,3.93,15.20,-18.79,-46.47,10.61,-8.76,142.98,45.71,25.97,37.48,-18.10,-0.38,-36.32,-53.71,-27.67,-4.25,-26.84,13.52,-13.88,38.65,45.83,36.86,59.82,2.68,34.14,19.52,8.14,22.87,10.82,9.81,4.67,7.18,-19.42,10.32,6.09,-14.01,-7.58,-30.08,-23.74,-33.88,-4.57,0.02,6.11,34.77,15.27
NetDebtEBITDA_qq,,,16.99,29.63,54.17,-34.78,2.68,24.24,36.74,-22.31,71.05,-12.67,103.92,-53.62,-21.04,-1.54,9.93,-46.27,-8.31,17.90,32.37,-38.45,-0.84,20.88,95.56,-47.07,13.41,9.88,32.92,-47.69,6.00,8.29,60.93,-44.19,2.38,12.01,13.85,-46.87,5.00,11.31,84.75,-50.41,2.17,5.19,39.44,-53.04,9.99,4.06,50.71,-59.39,20.33
NetDebtEBITDA_sq,,,23.70,-6.89,-21.79,28.65,10.94,3.21,-44.87,-15.20,129.25,-14.86,46.81,-49.15,98.18,-7.08,-12.54,-38.15,26.68,-32.46,36.68,-18.12,-3.21,4.80,3.69,31.81,1.81,-1.65,21.10,-15.32,33.00,-12.37,9.57,-3.78,19.96,-13.18,4.44,-1.47,-9.82,18.87,0.44,-20.14,-3.07,-10.06,9.53,-30.76,39.90,-5.74,16.20,-12.05,19.66
DebtFin,83328000000,59404000000,64258000000,87304000000,134634000000,105276000000,108732000000,138098000000,189883000000,160427000000,167182000000,180607000000,349405000000,146462000000,130056000000,145654000000,170215000000,119269000000,102475000000,124118000000,148964000000,86943000000,81782000000,91616000000,158704000000,94031000000,95739000000,134186000000,161194000000,86940000000,83672000000,95042000000,141909000000,87725000000,85795000000,86380000000,100669000000,46577000000,44119000000,48266000000,76556000000,38897000000,39037000000,41699000000,68117000000,18247000000,19149000000,27141000000,54656000000,-800000000,-263000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,1507.53,,-30.50,,,79.32,54.59,34.96,26.60,54.98,206.37,107.73,362.31,47.69,-41.58,-32.66,-77.22,-53.44,-48.66,-39.72,-28.17,-26.15,-16.98,-19.16,38.16,23.18,36.84,60.93,-6.62,-12.35,-14.26,-32.05,-6.50,5.32,6.29,0.23,-40.89,-50.40,-54.40,-49.42,-3.03,-11.96,-9.94,-17.49,-32.26,-62.30,-58.24,-48.27,-34.36,-103.46,-101.05
DebtFinEBITDA_sy,802.79,,-31.68,,,-108.38,178.58,62.68,-57.69,6.18,-14.30,128.68,245.43,466.31,120.04,48.27,-14.27,340.99,-47.58,-60.08,14.09,-45.38,-41.32,15.84,17.29,150.71,101.28,76.32,50.00,-22.10,25.67,9.68,-5.66,49.07,19.36,4.52,-15.70,-16.35,-19.24,-11.82,2.72,-15.63,-28.15,-32.08,-25.00,-30.10,1.38,11.64,23.64,37.14,58.41
DebtFinEBITDA_qq,,,8.65,49.67,40.15,-21.32,-6.34,30.67,31.47,-3.68,85.16,-11.40,192.59,-69.23,-26.76,2.12,-1.00,-37.12,-19.24,19.91,17.96,-35.35,-9.22,16.76,101.60,-42.36,0.85,37.31,16.98,-45.89,-1.34,8.81,60.98,-39.06,-0.44,2.61,-5.06,-48.86,-8.47,13.80,82.03,-53.57,-6.36,4.27,49.44,-74.16,3.71,29.18,89.62,-101.36,68.33
DebtFinEBITDA_sq,,,-55.47,-15.13,109.70,-110.57,1580.93,-50.44,-45.46,-123.44,1452.76,32.25,-17.62,-75.14,712.59,-10.89,-52.37,27.87,-3.41,-32.14,36.13,-38.78,3.76,33.95,37.84,30.86,-16.69,17.34,17.26,-32.04,34.39,2.41,0.86,7.39,7.61,-10.33,-18.66,6.57,3.89,-2.09,-5.25,-12.47,-11.52,-7.44,4.62,-18.42,28.32,1.93,15.87,-9.51,48.23
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,-7.27,,6.19,,,-24.04,-20.02,-11.19,-13.23,-11.83,2.90,9.78,13.34,14.40,4.11,6.58,-2.45,-2.83,-5.85,-4.17,0.95,3.12,8.91,3.19,1.17,1.78,2.10,5.07,7.37,8.43,6.85,6.92,3.20,2.39,2.57,1.63,8.70,7.81,8.97,9.39,1.69,3.32,2.61,2.67,3.74,2.61,3.71,5.41,6.48,10.59,9.76
SP1_sy,-7.68,,-4.00,,,-24.04,11.90,26.75,24.47,12.47,-2.85,-16.34,-13.73,-7.15,-23.32,12.21,19.98,-6.14,23.97,-4.71,0.41,-10.15,18.94,-14.67,-13.14,-19.22,-9.40,10.03,-9.81,50.48,-18.33,-14.83,-6.16,-24.32,11.28,-4.74,-1.33,-1.63,-2.53,2.32,8.13,4.47,10.15,7.63,7.34,10.17,-0.56,-2.17,-1.45,-8.88,-7.91
SP1_qq,,,-12.98,-16.14,10.99,-6.22,-8.37,-6.87,8.43,-4.70,6.93,-0.65,11.94,-3.81,-2.68,1.70,2.46,-4.18,-5.71,3.52,7.94,-2.13,-0.42,-1.92,5.83,-1.54,-0.11,0.94,8.15,-0.57,-1.56,1.00,4.39,-1.35,-1.39,0.08,11.65,-2.16,-0.32,0.47,3.78,-0.59,-1.00,0.52,4.86,-1.67,0.06,2.17,5.92,2.13,-0.69
SP1_sq,,,-37.80,7.88,-6.15,20.62,-8.37,22.20,-7.83,8.98,-20.85,5.23,-4.96,17.30,-34.64,53.99,1.62,-8.25,-13.66,18.36,7.08,-17.89,14.29,-15.09,9.00,-23.64,28.19,3.12,-10.65,27.40,-30.42,7.54,-1.55,2.75,2.30,-7.95,1.97,2.44,1.36,-3.36,7.77,-1.03,6.87,-5.58,7.48,1.58,-3.53,-7.11,8.26,-6.07,-2.51
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,-11.36,,-3.52,,,-15.71,-5.19,16.88,0.68,-4.81,-10.24,-11.83,-11.51,-2.57,16.11,25.58,16.84,-2.50,-13.55,-27.57,-25.34,-15.45,-2.33,6.76,12.12,6.27,0.54,11.23,4.94,4.92,2.97,-5.06,-11.47,-4.36,-0.79,2.94,13.55,10.40,5.45,2.99,-2.33,-1.06,7.38,6.78,9.52,3.10,-4.23,0.15,-0.77,10.96,15.21
SP2_sy,-8.82,,12.96,,,-36.27,-2.77,16.11,3.56,25.89,4.88,-11.66,-3.24,2.57,-16.62,6.06,3.50,-7.39,19.05,1.71,1.67,-20.19,3.40,-3.61,-0.93,-2.73,-2.00,0.70,0.90,18.63,-8.22,-12.79,-9.77,-7.31,4.77,8.85,7.25,1.15,4.70,1.86,7.04,11.43,-1.70,-0.83,1.61,0.55,7.73,-4.38,-7.75,-14.77,-13.13
SP2_qq,,,-19.13,-18.69,29.73,-1.19,-9.04,0.24,11.75,-6.59,-14.22,-1.54,12.16,2.85,2.23,6.49,4.36,-14.17,-9.36,-10.79,7.57,-2.80,4.70,-2.48,12.97,-7.87,-0.95,7.89,6.58,-7.89,-2.78,-0.53,-0.62,-0.49,0.85,3.22,9.63,-3.26,-3.67,0.80,3.97,-1.99,4.54,0.24,6.63,-7.74,-2.90,4.84,5.65,3.16,0.83
SP2_sq,,,-33.86,0.08,1.01,-4.68,0.90,19.52,-9.91,15.88,-15.95,0.68,-1.32,22.83,-31.67,28.06,-3.70,9.91,-12.17,9.40,-3.74,-13.72,13.79,1.98,-1.06,-15.28,14.65,4.80,-0.86,-0.41,-11.30,-0.42,2.57,2.31,0.26,3.45,1.07,-3.51,3.78,0.65,6.20,0.45,-8.44,1.53,8.82,-0.60,-1.90,-9.88,4.98,-8.16,-0.01
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,-13.24,,521.49,,,-38.90,-33.15,-35.51,-38.40,-38.39,-61.09,-80.60,-59.85,-62.59,-17.76,171.94,33.54,38.63,32.63,-39.42,-49.53,-16.67,-48.41,14.41,-12.44,-22.40,-24.06,-29.39,84.74,15.88,177.91,57.03,-13.96,6.94,-45.29,-8.43,37.42,49.75,26.00,37.03,74.70,-27.44,34.14,13.99,-50.21,149.92,33.48,37.06,34.07,58.76,115.08
CAR_sy,3.41,,92.54,,,-67.56,27.82,1.91,-14.66,12.76,-26.27,-36.97,-32.03,93.74,-61.40,44.12,57.60,-72.45,89.97,-45.90,-11.76,36.13,-26.57,-5.72,-31.33,-52.50,-19.33,-31.99,-31.17,76.91,19.22,18.92,-11.79,-36.89,27.80,12.95,9.09,,4.02,19.01,49.88,-30.56,55.36,17.33,-14.15,38.30,8.14,0.86,7.43,4.33,17.57
CAR_qq,,,-19.42,-28.21,-41.40,80.26,-11.84,-30.74,-44.03,80.30,-44.33,-65.47,15.83,68.01,22.37,14.20,-43.12,74.42,17.07,-47.84,-52.62,188.02,-27.52,15.67,-63.74,155.26,-29.07,7.56,-5.14,60.11,70.11,-39.23,-48.02,99.01,-12.98,1.72,-21.99,116.87,-26.78,10.62,-0.55,-9.93,35.38,-6.00,-56.56,352.08,-27.70,-3.47,-57.51,435.33,-2.05
CAR_sq,,,-77.17,31.36,-3.47,12.05,-10.03,4.73,-19.17,48.05,-41.17,-10.47,-12.84,322.02,-88.28,234.33,-4.69,-26.22,-19.20,-4.79,55.46,13.82,-56.42,22.25,13.24,-21.27,-25.98,3.06,14.59,102.36,-50.12,2.80,-15.00,44.79,1.02,-9.14,-17.91,32.72,5.08,3.95,3.38,-38.51,135.11,-21.49,-24.35,-0.95,83.85,-26.78,-19.43,-3.81,107.19
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,11.63,,18.01,,,-9.62,-1.96,10.05,-6.40,-21.99,-46.69,-41.99,-25.63,-19.64,37.17,52.91,51.80,45.69,11.51,-13.44,-26.23,-31.13,-7.77,-0.77,5.71,-1.16,-13.05,0.77,2.73,4.75,15.46,1.67,-15.99,-10.81,-6.04,14.17,25.65,49.71,21.46,15.30,-1.51,-2.21,15.56,9.66,15.71,12.89,-6.08,1.43,-7.90,17.43,24.25
QR_sy,11.31,,-2.18,,,-30.87,8.58,13.52,3.91,1.98,-4.07,-27.82,-12.01,9.01,-30.11,12.79,13.92,7.40,23.57,1.40,-7.52,-20.16,7.37,-13.22,3.64,-14.73,-7.95,6.30,-26.60,-0.08,-13.18,-10.88,-1.86,-9.94,13.11,-7.01,-4.57,1.76,7.09,6.33,18.49,18.04,5.80,10.54,0.03,-0.59,-12.90,-4.14,-4.45,-19.81,-3.18
QR_qq,,,-19.43,-26.59,50.31,1.67,-12.60,-17.60,27.85,-15.27,-40.27,-10.34,63.90,-8.45,1.95,-0.05,62.71,-12.13,-21.97,-22.42,38.68,-17.96,4.50,-16.53,47.73,-23.30,-8.07,-3.26,50.60,-21.79,1.33,-14.82,24.44,-16.96,6.75,3.50,36.96,-1.06,-13.40,-1.75,16.98,-1.76,2.34,-6.76,23.43,-4.15,-14.86,0.69,12.08,22.21,-9.91
QR_sq,,,-39.15,4.40,6.55,2.14,-4.44,9.15,-2.47,0.25,-10.11,-17.87,18.88,24.19,-42.37,32.55,20.07,17.09,-33.69,8.77,9.52,1.08,-10.83,-12.08,30.79,-16.84,-3.73,1.53,-9.70,13.21,-16.36,4.22,-0.55,3.89,5.05,-14.32,2.07,10.77,10.56,-14.93,13.74,10.34,-0.90,-11.12,2.92,9.66,-13.17,-2.18,2.59,-7.96,4.83
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,-2.22,,12.22,,,-9.10,0.14,17.55,1.71,-12.94,-27.78,-25.84,-18.85,-12.12,28.60,36.97,39.61,29.43,6.40,-21.78,-25.78,-23.15,-4.30,13.49,9.22,6.32,-8.02,6.43,2.21,6.64,6.61,-4.48,-9.31,-9.15,1.26,8.29,16.72,32.74,12.56,8.79,-0.76,-5.39,14.39,11.50,15.48,8.39,-8.03,-2.52,-5.35,15.74,16.67
CR_sy,9.09,,-1.31,,,-38.30,3.59,14.52,1.71,28.26,-10.12,-10.48,-3.96,0.13,-17.04,1.79,17.96,13.60,20.07,5.82,-4.81,-33.99,9.33,3.17,-2.13,-8.03,-3.24,-6.92,-9.20,43.53,-17.17,-17.50,-10.13,-22.93,11.60,-2.79,-0.02,-2.20,10.20,19.42,7.30,26.84,-4.25,5.92,13.53,4.77,6.47,-10.19,-1.50,-15.65,-13.96
CR_qq,,,-21.46,-18.47,9.84,29.22,-13.46,-4.30,-4.96,10.61,-28.22,-1.73,4.00,19.80,5.04,4.66,6.01,11.06,-13.65,-23.06,0.59,15.00,7.52,-8.76,-3.19,11.95,-6.98,5.58,-7.03,16.80,-7.01,-5.41,-11.73,17.01,3.64,1.16,-4.87,33.08,-12.11,-2.23,-13.21,26.87,6.26,-4.70,-10.11,19.08,-9.84,1.01,-12.72,45.60,-9.11
CR_sq,,,-34.43,0.63,6.61,-12.28,10.08,11.25,-5.31,10.61,-22.86,10.81,1.58,15.32,-36.09,35.97,17.71,11.06,-32.45,19.83,5.89,-22.98,11.88,13.07,0.45,-27.62,17.71,8.77,-2.02,14.41,-32.07,8.33,6.73,-1.88,-1.63,-5.64,9.77,-4.02,10.85,2.26,-1.37,13.45,-16.33,13.12,5.73,4.70,-14.96,-4.58,15.95,-10.34,-13.27
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,-20.83,,546.79,,,-38.84,-35.77,-37.59,-38.40,-38.44,-61.04,-80.60,-49.50,-57.95,-17.87,171.94,6.17,23.36,32.63,-39.42,-49.53,-16.67,-48.41,14.41,-12.44,-22.40,-24.06,-29.39,84.74,15.88,177.91,57.03,-13.96,6.94,-45.29,-8.43,37.42,49.75,26.00,37.03,74.70,-27.44,34.14,13.99,-50.21,149.92,33.48,37.06,34.07,58.76,115.08
PP_sy,9.21,,76.10,,,-67.35,110.72,18.63,-27.11,15.31,-47.70,-39.64,-22.87,90.56,-61.61,45.20,96.72,-72.78,84.10,5.69,-30.24,36.13,-28.26,-57.51,-18.47,-52.50,-23.67,43.26,-44.57,137.94,52.41,-42.08,-7.82,-47.92,38.07,7.69,-2.51,2.50,-21.41,51.98,77.70,-24.19,53.27,-4.63,-18.28,40.79,17.41,25.87,-4.81,52.85,5.17
PP_qq,,,-16.14,-28.72,-43.29,80.41,-11.92,-30.74,-44.03,80.30,-44.26,-65.51,45.68,50.12,8.88,14.20,-43.12,74.42,17.07,-47.84,-52.62,188.02,-27.52,15.67,-63.74,155.26,-29.07,7.56,-5.14,60.11,70.11,-39.23,-48.02,99.01,-12.98,1.72,-21.99,116.87,-26.78,10.62,-0.55,-9.93,35.38,-6.00,-56.56,352.08,-27.70,-3.47,-57.51,435.33,-2.05
PP_sq,,,-77.17,37.74,7.78,-3.69,47.37,-22.46,-33.78,52.37,-33.16,-10.50,-15.38,276.43,-86.54,238.54,14.65,-47.92,-8.93,94.36,-24.33,1.64,-52.01,15.10,45.21,-40.78,-22.89,116.04,-43.81,154.19,-50.61,-17.89,-10.58,43.61,30.95,-35.96,-19.05,50.98,0.41,23.85,-5.35,-35.59,103.00,-22.94,-18.89,10.97,69.28,-17.39,-38.66,78.19,16.47
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,8.21,,-11.07,,,2.96,13.17,31.52,-1.81,-18.05,-43.74,-34.95,-24.08,-13.24,45.14,44.83,53.87,48.25,9.83,-10.22,-25.12,-33.61,-3.04,-2.92,5.92,2.10,-12.23,3.86,0.76,2.69,7.83,-0.23,-15.75,-10.64,-0.38,16.20,26.62,54.90,20.27,16.36,-4.63,0.16,15.25,9.27,20.65,3.54,-10.84,-1.89,-9.20,10.61,12.88
RCLR_sy,-6.67,,4.00,,,-12.61,-2.56,-0.44,-14.04,-3.45,-11.16,-17.99,-5.80,-17.30,-14.09,9.08,8.29,55.53,19.38,-4.00,4.66,-33.61,-10.86,-1.02,-12.63,-9.59,10.75,3.86,-8.35,-3.33,-11.04,-5.40,9.72,-2.43,7.33,-0.24,-6.22,2.73,7.81,-1.87,-13.60,10.27,4.10,3.01,16.20,-0.90,-14.68,-2.53,4.81,-6.01,5.48
RCLR_qq,,,-19.88,-26.28,92.36,-9.38,-11.93,-14.33,43.61,-24.36,-39.54,-0.94,67.61,-13.56,1.14,-1.15,78.07,-16.72,-25.07,-19.20,48.51,-26.16,9.42,-19.09,62.03,-28.82,-5.94,-4.26,57.20,-27.46,-1.23,-11.42,32.75,-23.06,10.10,3.33,44.65,-5.87,-14.51,-0.02,18.55,-1.15,-1.63,-5.21,30.89,-15.16,-15.30,4.30,21.14,3.35,-13.55
RCLR_sq,,,-23.94,-0.90,11.87,3.62,-15.19,1.26,-3.40,16.39,-21.96,-6.53,10.96,2.18,-18.94,18.69,10.15,46.76,-37.78,-4.56,20.10,-6.90,-16.47,5.99,6.01,-3.66,2.32,-0.61,-6.46,1.63,-5.84,5.70,8.48,-9.63,3.58,-1.75,1.98,-1.01,8.71,-10.58,-10.21,26.33,2.63,-11.52,1.29,7.74,-11.64,1.08,8.91,-3.38,-0.84
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,-9.09,,17.17,,,-17.99,-9.82,41.95,1.24,-16.77,-59.33,-60.69,-47.79,-29.11,96.17,143.88,127.30,49.35,8.23,-45.41,-50.77,-36.90,-7.11,38.25,34.43,15.73,-9.00,24.22,8.35,15.21,13.32,-10.76,-26.21,-15.03,-0.94,12.51,48.54,43.14,19.78,13.53,-2.67,-3.43,20.17,17.24,26.93,9.65,-8.17,-0.53,-5.05,20.25,27.45
KP_sy,-4.10,,28.37,,,-72.19,-11.35,6.48,2.55,145.45,2.69,-8.04,-12.53,-10.49,-68.93,32.80,37.44,18.29,173.91,3.77,-18.31,-72.31,91.08,-7.24,38.46,-28.59,-9.74,6.87,-3.42,260.36,-55.49,-54.01,-40.59,-35.88,36.51,20.49,9.67,-9.05,36.36,52.97,30.14,45.21,-11.48,-9.59,33.91,26.04,41.92,-15.09,-21.84,-46.56,-51.32
KP_qq,,,-26.96,-39.52,45.55,27.53,-19.68,-4.80,3.81,4.85,-60.76,-7.97,37.88,42.38,8.59,14.41,28.50,-6.45,-21.31,-42.29,15.87,19.91,15.86,-14.12,12.67,3.23,-8.90,17.23,-1.72,9.76,-10.39,-7.68,-18.73,26.39,4.46,4.85,7.29,21.80,-12.59,-0.62,-8.02,20.86,8.77,-3.04,-0.42,4.40,-8.91,5.03,-4.94,32.21,-3.45
KP_sq,,,-66.64,8.66,4.52,-26.60,6.35,30.51,0.66,75.68,-55.50,16.87,-4.25,79.77,-84.56,399.55,-0.91,54.72,-64.24,89.26,-22.00,-47.56,146.80,-8.13,16.44,-72.95,211.95,8.78,5.22,0.92,-61.47,12.41,35.93,8.92,-17.97,-0.79,23.73,-9.67,22.99,11.29,5.26,0.79,-25.03,13.67,55.92,-5.13,-15.59,-31.99,43.53,-35.14,-23.11
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,-4293.96,,-44.27,,,15.22,0.43,-88.04,-25.17,-3.14,57.90,63.83,51.20,35.88,-83.87,-143.89,-121.77,-52.18,-9.22,42.46,48.51,36.86,1.83,-41.11,-43.78,-16.16,2.53,-30.36,-6.93,-18.68,-10.28,15.01,29.22,18.92,3.74,-10.60,-37.95,-28.95,-1.42,5.08,11.18,3.63,-31.94,-27.87,-34.01,-15.91,6.86,-3.31,5.73,-19.37,-29.15
