,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4
NetDebt,,108025000000,107012000000,98364000000,,112613000000,116499000000,69346000000,,110395000000,105805000000,110980000000,,146338000000,111271000000,122588000000,,179198000000,175320000000,173596000000,,279900000000,283371000000,331277000000,,321395000000,324807000000,253299000000,239829000000,224698000000,223054000000,297925000000,273618000000,267532000000,259092000000,251467000000,241078000000,238089000000,273875000000,384683000000,343083000000,251925000000,259725000000,230530000000,175138000000,149196000000,156742000000,111104000000,79917000000,121724000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,,,,,23.80,39.42,5.01,,-25.94,-33.40,6.80,,22.64,-1.74,15.89,,9.37,25.15,-3.71,,-0.49,10.27,68.00,,11.40,20.21,-27.23,,1.84,10.90,94.31,57.70,25.80,10.25,-25.34,-14.84,-2.49,20.75,57.07,48.94,391.27,616.30,-575.64,-345.84,-115.19,-107.39,96.12,94.54,13.74
NetDebtEBITDA_sy,,,,,,-53.51,-19.81,-165.49,,59.89,2.45,223.94,,31.22,8.86,49.68,,11.63,39.79,58.27,,5.27,2.46,-11.05,,43.09,7.73,-20.79,,-15.35,-7.00,52.31,91.18,-1.57,31.89,0.55,-13.36,17.32,12.48,7.64,16.65,-33.92,-4.44,-66.73,-99.15,-35.70,-78.06,-46.55,3713.98,-83.88
NetDebtEBITDA_qq,,,-7.24,-21.90,,,4.47,-41.18,,,-6.05,-5.68,,,-24.72,11.24,,,-13.86,-14.42,,,-4.54,30.39,,,3.00,-21.07,10.08,13.79,12.17,38.30,-10.66,-9.23,-1.70,-6.35,1.91,3.94,21.72,21.83,-3.37,242.84,77.47,-180.90,50.05,78.81,13.74,57.48,29.75,-234.73
NetDebtEBITDA_sq,,,-15.27,-8.54,,,46.15,-174.70,,,-6.35,-9.64,,,-22.31,24.24,,,-2.71,40.67,,,-5.31,22.12,,,-28.71,-10.22,-6.50,41.43,-21.67,47.04,17.36,-27.18,4.96,12.10,1.13,-1.40,0.63,7.28,9.59,-44.14,45.52,-62.66,-97.19,4108.71,-50.35,-9.02,100.61,-82.21
DebtFin,,63390000000,62469000000,59303000000,,65181000000,74000000,23971000000,,48489000000,46928000000,45901000000,,-19720000000,61658000000,50987000000,,53797000000,65518000000,68816000000,,152294000000,157999000000,170225000000,,161914000000,199967000000,131282000000,132679000000,120523000000,116907000000,111790000000,108963000000,103256000000,99364000000,96373000000,92119000000,84093000000,76415000000,77834000000,74840000000,49332000000,50175000000,49628000000,48927000000,50035000000,49256000000,41630000000,33327000000,35160000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,,,,,22.11,-99.85,-39.80,,-43.80,46984.21,27.79,,-137.63,22.76,16.54,,343.63,-15.59,-8.22,,80.36,64.52,117.78,,3.15,32.73,-26.60,,8.43,-5.59,40.67,13.51,-9.48,-19.33,-23.75,-18.29,-10.76,-12.16,-17.07,-14.97,172.37,395.97,-606.07,-414.84,-126.02,-112.01,93.24,91.85,25.70
DebtFinEBITDA_sy,,,,,,236.23,-98.26,278.04,,-53.91,36984.21,-22.88,,-108.06,-0.82,-6.41,,1215.08,-10.09,33.36,,-179.08,-140.11,-99.90,,352.91,469.40,95762.50,,50.04,-35.23,21.42,32.07,13.94,26.85,1.46,28.52,8.42,77.09,26.64,-4.22,4.05,57.87,-44.15,-101.52,-78.42,-88.38,-123.99,161.90,-100.53
DebtFinEBITDA_qq,,,-7.72,-19.34,,,-99.89,32305.26,,,-5.12,-12.05,,,409.53,-16.51,,,7.24,-9.22,,,-2.17,20.16,,,25.88,-33.55,17.50,10.33,9.60,-0.99,-5.18,-12.02,-2.33,-6.41,1.61,-3.92,-3.85,-11.65,4.18,207.77,75.08,-190.15,35.19,74.56,19.16,49.31,21.80,-131.85
DebtFinEBITDA_sq,,,118.77,-548.81,,,-99.76,45910.53,,,92.59,-4.31,,,2468.81,-9.70,,,91.00,33.93,,,3.13,100.32,,,41.48,-17.62,-0.03,28.76,-38.93,54.45,8.74,11.08,-32.01,23.54,37.74,-6.29,11.05,-11.65,4.18,1.80,68.49,-68.74,-102.83,1548.94,-9.28,-164.54,107.30,-112.39
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,,,,,2.95,-1.36,57.31,,38.16,40.01,-19.32,,-1.77,-1.98,0.39,,-11.23,-31.40,-43.81,,-18.01,-25.30,21.38,,1.89,40.34,41.65,,29.17,30.80,-7.75,-2.47,-8.36,-5.95,6.00,5.86,4.84,5.76,-6.71,-17.01,-71.64,-72.94,-70.81,-52.80,-168.17,-143.73,-482.67,-358.18,-954.19
SP1_sy,,,,,,21.17,24.68,14.28,,-13.19,-22.49,-19.12,,-1.91,7.42,-6.91,,-2.78,-20.98,-11.08,,-32.99,-40.83,-22.53,,10.26,40.34,7.93,,3.22,18.27,11.23,-6.32,-3.11,-1.12,-2.15,-3.07,4.05,-4.28,4.24,1.15,-7.17,-15.28,-18.55,-15.30,-18.21,-25.75,-21.76,-4.99,30.57
SP1_qq,,,6.57,3.47,,,2.11,65.00,,,3.48,-4.92,,,3.25,-2.62,,,-20.20,-20.23,,,-27.30,29.61,,,0.14,30.82,-4.46,3.20,1.41,-7.74,1.01,-3.04,4.08,3.99,0.87,-3.96,4.99,-8.28,-10.27,-67.18,0.15,-1.04,45.09,-147.41,35.76,-765.99,2.11,-93.58
SP1_sq,,,-3.18,7.20,,,-0.37,-1.74,,,-11.05,2.53,,,-2.59,-11.14,,,-20.82,-0.01,,,-30.09,30.91,,,-11.01,0.68,21.00,-4.78,1.96,-5.31,1.91,-1.52,4.05,-6.30,0.96,5.71,-4.28,2.04,-2.03,-2.99,-12.64,-1.90,1.88,-6.32,-20.70,3.38,23.71,28.74
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,,,,,-11.28,-13.57,18.86,,16.76,17.84,-19.27,,-4.80,-5.22,-1.93,,-17.24,-31.86,-40.25,,0.44,-4.78,36.05,,-0.23,27.52,17.20,,7.62,6.14,-7.58,-6.90,-9.75,-7.77,-2.18,2.41,3.16,3.29,-5.84,-17.08,-63.73,-64.27,-63.56,-43.70,-97.64,-85.07,-310.01,-252.19,-17136.11
SP2_sy,,,,,,-1.67,-1.96,16.63,,-4.36,-2.75,-19.67,,1.12,0.29,-1.45,,-0.56,-3.14,-3.71,,-16.49,-29.63,-15.58,,0.55,21.39,1.03,,-5.93,1.72,12.97,6.20,1.43,5.06,3.26,5.92,17.86,-1.84,-3.66,-8.97,-4.67,2.16,-1.77,4.37,0.65,-3.49,0.05,2.68,15.60
SP2_qq,,,3.75,-1.93,,,1.08,34.86,,,2.01,-7.61,,,1.57,-4.41,,,-16.37,-16.19,,,-20.72,19.75,,,1.33,10.06,-4.74,1.30,-0.06,-4.17,-4.04,-1.79,2.13,1.63,0.46,-1.07,2.26,-7.35,-11.52,-56.73,0.72,-5.50,36.68,-98.19,537.50,-1429.63,0.95,-102.91
SP2_sq,,,-0.12,-1.00,,,-0.41,17.77,,,1.27,-2.72,,,0.44,-4.41,,,-2.17,-4.98,,,-17.55,13.99,,,-0.46,-5.13,5.75,-5.80,7.63,5.36,-0.59,-10.03,11.49,3.56,1.96,0.11,-7.14,1.64,-3.66,4.84,-0.49,-2.28,2.37,1.11,-4.58,1.30,5.06,13.83
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,,,,,-69.63,44.09,67.32,,22.61,-79.92,-91.91,,42.57,87.72,293.08,,-58.64,-48.18,-49.64,,14.09,3.66,-53.35,,-1.52,-56.23,-12.96,,-50.83,-47.77,-51.63,-58.43,-53.91,-69.11,-45.19,233.78,-32.04,380.26,-7.02,-67.61,-69.29,-91.51,-65.09,-23.75,11.63,170.97,-29.73,-49.18,-35.42
CAR_sy,,,,,,23.96,107.19,67.32,,-86.54,-84.32,-91.85,,114.57,87.72,290.17,,-26.09,-48.18,-49.64,,-1.53,3.66,-53.35,,-1.52,-56.23,-12.96,,-58.22,-23.04,-29.30,46.91,109.78,185.24,278.29,3.62,-43.85,0.29,-41.22,-38.09,-56.05,-54.24,-76.63,-28.34,22.14,-21.39,281.65,113.83,121.04
CAR_qq,,,0.08,7.19,,,374.89,24.46,,,-22.23,-49.86,,,2.40,4.99,,,28.31,2.02,,,16.58,-54.09,,,-48.18,-8.70,-58.60,151.12,-44.97,-15.45,-64.42,178.38,-63.11,50.00,116.67,-43.32,160.71,-70.96,-24.53,-46.25,-27.91,19.35,64.86,-21.31,75.00,-69.05,19.23,
CAR_sq,,,-43.55,20.37,,,-5.66,-2.79,,,9.89,-49.48,,,-3.86,4.99,,,-32.60,2.02,,,-29.05,-54.09,,,-68.46,-8.70,7.09,35.50,-41.91,-16.14,122.53,93.50,-21.01,11.22,-39.04,4.85,41.09,-34.81,-35.80,-25.58,46.90,-66.70,96.84,26.85,-5.45,61.66,10.28,
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,,,,,-23.72,-23.04,62.26,,67.13,48.62,-44.15,,-22.52,-16.47,-3.83,,-45.47,-12.53,-13.29,,43.15,8.25,5.39,,10.62,-13.70,18.52,,11.80,8.68,-15.67,-24.97,-29.47,-24.59,-7.01,15.35,18.79,20.49,2.75,-18.61,-7.80,-12.78,-4.66,64.75,38.32,29.38,7.01,-15.77,-7.13
QR_sy,,,,,,-7.21,11.79,3.38,,-37.93,-42.71,-39.17,,15.32,32.65,2.30,,-18.05,-12.48,-13.29,,-19.57,-41.21,-25.01,,-1.97,-5.75,10.91,,-11.33,48.00,-3.25,-7.99,4.99,-5.85,16.70,-12.00,11.01,19.48,-10.48,-2.58,-3.32,-18.86,-28.31,-21.37,-31.31,-51.73,31.25,86.68,146.24
QR_qq,,,12.77,-6.97,,,13.78,96.14,,,1.18,-26.30,,,9.09,-15.14,,,75.00,-15.88,,,32.32,-18.10,,,3.24,12.46,-9.26,6.11,0.36,-12.73,-19.27,-0.25,7.30,7.61,0.14,2.73,8.84,-8.24,-20.67,16.38,2.96,0.30,37.08,-2.29,-3.70,-17.04,7.89,7.74
QR_sq,,,-16.70,12.11,,,0.35,3.68,,,-7.38,10.10,,,6.55,-15.09,,,13.79,-15.88,,,-16.83,7.30,,,-20.03,26.26,15.03,-23.66,33.47,-17.46,9.40,-12.88,19.69,2.31,-17.51,9.90,28.82,-23.34,-10.23,9.06,8.11,-32.26,-1.55,-4.73,-24.02,84.17,40.03,25.67
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,,,,,-23.80,-23.45,61.45,,67.51,48.88,-44.04,,-23.08,-16.53,-3.90,,-45.20,-12.54,-12.95,,43.27,8.38,8.77,,13.69,-9.91,19.94,,11.55,7.33,-17.01,-12.81,-21.28,-17.17,-0.71,5.60,12.56,12.82,-0.63,-18.81,-12.47,-14.89,-6.18,56.24,38.17,29.80,9.47,-15.06,-7.04
CR_sy,,,,,,-6.34,16.10,3.33,,-35.26,-34.87,-37.90,,7.29,11.44,0.11,,-11.04,-12.54,-12.95,,-26.18,-35.71,-16.61,,5.71,-12.62,-0.24,,3.99,53.16,7.02,1.13,-1.77,1.82,19.86,-4.51,37.46,11.79,-9.94,-12.66,-21.52,-14.89,-27.19,-19.61,3.07,-4.94,24.19,68.86,51.48
CR_qq,,,12.81,-7.09,,,13.34,95.94,,,0.73,-26.35,,,9.32,-15.21,,,74.46,-15.60,,,31.97,-15.30,,,4.58,12.77,-10.48,5.66,0.63,-12.80,-5.95,-4.61,5.88,4.53,0.02,1.67,6.14,-7.94,-18.27,9.61,3.20,1.48,36.11,-3.07,-3.05,-14.42,5.62,6.07
CR_sq,,,-18.28,11.22,,,1.31,-1.01,,,1.92,-5.61,,,5.86,-15.21,,,4.07,-15.60,,,-9.37,9.46,,,-25.09,24.98,21.66,-8.70,10.34,-12.67,14.96,-11.32,14.36,2.80,-8.41,27.67,-7.00,-17.18,-11.17,14.71,0.86,-29.15,-1.93,47.07,-6.98,-7.43,33.34,31.93
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,,,,,-67.65,45.71,78.19,,77.60,-63.83,-89.98,,-5.63,45.57,320.03,,-55.33,-59.65,-57.09,,29.91,10.21,-47.55,,9.69,-35.23,18.22,,-28.81,-13.81,-26.32,-26.05,-30.90,-23.40,-1.70,68.55,30.24,51.11,6.92,-23.13,6.89,4.41,53.88,43.85,-38.24,-34.98,-64.98,1.91,34.43
PP_sy,,,,,,23.96,106.75,78.19,,-80.93,-71.33,-87.39,,56.36,45.57,233.96,,-11.09,-36.65,-51.82,,-3.11,-29.79,-53.29,,-9.04,-35.23,18.22,,-45.86,-26.34,-26.94,17.30,64.14,97.84,97.43,-2.01,-13.43,-31.54,-23.37,-23.13,-43.63,-13.97,7.60,36.25,-8.08,-42.59,-24.24,13.90,202.01
PP_qq,,,-1.02,8.00,,,345.79,32.07,,,-9.21,-63.40,,,40.04,5.60,,,26.49,12.30,,,7.31,-46.56,,,-36.64,-2.44,-19.17,42.48,-23.29,-16.60,-18.88,33.12,-14.96,7.04,39.10,2.86,-1.33,-24.26,,43.04,-3.62,11.62,-6.52,-38.58,1.47,-39.89,172.07,-18.98
PP_sq,,,-43.43,21.48,,,-5.66,4.70,,,41.89,-53.97,,,32.09,5.60,,,-5.89,-19.68,,,-31.80,-46.56,,,-51.44,-2.44,-12.34,30.38,-33.94,-3.24,40.74,82.45,-20.37,-3.44,-30.15,61.19,-37.04,8.09,,18.20,-3.90,35.19,-11.28,-20.25,-39.99,78.41,33.38,111.47
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,,,,,-0.58,-52.92,53.61,,65.36,199.95,-15.29,,-25.69,-26.54,-27.95,,-43.12,2.63,5.72,,45.58,7.99,15.13,,10.76,-10.92,18.12,,18.40,10.79,-14.81,-11.85,-21.38,-16.98,-0.89,-0.22,8.38,7.33,-4.23,-21.91,-11.52,-14.46,-9.20,66.71,47.87,36.81,16.42,-17.28,-9.30
RCLR_sy,,,,,,-0.58,-2.42,18.73,,9.67,-5.33,-19.73,,-7.87,29.88,-2.09,,-23.94,15.22,6.21,,7.60,-40.31,-25.40,,-1.40,-0.47,4.02,,-10.92,9.38,-0.34,-5.00,-8.00,-1.16,6.40,1.80,11.79,-2.26,3.48,-9.77,-0.76,-19.77,-30.58,-33.12,-12.03,-19.39,-30.34,19.78,62.74
RCLR_qq,,,20.05,-13.48,,,-43.16,182.31,,,3.10,-20.27,,,1.93,-21.81,,,83.89,-19.46,,,36.41,-14.13,,,9.71,13.86,-8.46,3.54,2.66,-12.45,-5.27,-7.65,8.39,4.53,-4.64,0.31,7.34,-6.74,-22.24,13.66,3.78,-1.00,42.77,0.82,-3.98,-15.76,1.44,10.55
RCLR_sq,,,-8.32,13.29,,,-10.02,37.85,,,-22.33,16.88,,,9.49,-11.89,,,65.87,-18.79,,,-7.98,1.49,,,-7.11,6.07,19.40,-24.27,14.05,-3.36,13.81,-26.66,22.54,4.03,8.89,-19.47,7.15,10.13,-5.05,-11.43,-13.38,-4.70,-8.53,16.50,-20.62,-17.65,57.29,58.28
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,,,,,-309.80,-150.62,419.64,,263.55,378.05,-96.45,,-73.14,-51.61,-127.87,,-768.09,-84.89,-1494.12,,75.08,260.00,46.86,,67.41,-100.00,340.28,,268.63,,-158.67,-1644.00,-393.02,-282.63,-9.85,43.78,63.10,103.17,-65.47,-423.96,-366.67,-6909.09,-79.67,164.82,192.05,182.64,51.28,-98.91,-45.43
KP_sy,,,,,,-21.23,-18.91,197.58,,-98.67,-89.61,-100.99,,3328.57,549.02,,,-40.62,-84.89,-1958.82,,-621.05,-2451.00,-469.71,,19.53,-95.87,6.19,,-30.38,,81.29,63.66,35.30,69.01,36.29,19.03,110.52,104.67,-65.47,-401.38,-1076.42,-6909.09,-79.67,37.87,117.49,87.18,21.42,101.18,904.97
KP_qq,,,138.24,-31.89,,,42.52,799.19,,,-2.29,-91.08,,,76.06,-105.14,,,103.98,-642.00,,,157.51,-180.00,,,100.00,,-92.77,588.00,10.47,-206.84,-90.15,-30.57,31.15,35.73,2.69,14.29,105.91,-3454.55,-208.13,23.66,13.71,11.48,211.16,8.41,-22.53,-152.18,102.48,5350.00
KP_sq,,,-9.49,-4.54,,,-6.83,250.31,,,628.57,-133.33,,,37.92,-105.14,,,-64.91,-800.00,,,-58.32,-69.63,,,-285.36,,60.57,-5.63,2.44,53.95,23.43,-88.06,53.27,5.31,2.69,124.42,-79.25,-3454.55,-194.85,52.44,-44.73,11.48,-1.96,113.39,-206.08,-442.71,101.54,11268.75
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,,,,,-226.00,-146.99,427.07,,312.45,375.87,-96.02,,-72.87,-56.97,-121.14,,-685.98,-79.54,-2259.46,,64.93,320.50,42.38,,70.88,-100.15,275.75,,264.87,65200.00,-201.58,-2819.70,-530.52,-349.31,-21.27,40.89,54.21,104.25,-141.60,-580.49,-126.58,-3213.04,24.78,130.97,296.13,306.28,-6.47,-97.00,39.70
PKKO_sy,,,,,,25.71,75.67,-40.51,,-76.64,-71.17,-96.02,,-24.18,-5.75,-34.86,,-330.64,-76.62,1657.89,,2.73,1328.53,11.80,,-6.06,-101.71,-88.95,,58.19,-1003.33,-1118.18,-126.89,-115.00,-108.96,24.72,-10.81,-535.34,106.65,-38.69,-463.62,-445.21,-10681.16,-202.43,-38.21,-35.61,-4.37,-870.11,-35.55,83.90
PKKO_qq,,,94.09,-40.82,,,27.62,763.80,,,-6.01,-90.43,,,49.05,-104.70,,,105.20,-642.24,,,162.40,-174.30,,,99.68,88500.00,-92.53,689.39,24.95,-237.94,-99.89,-24.96,27.64,32.90,2.57,3.20,106.72,-3913.04,-174.42,67.77,7.69,7.87,212.99,104.11,-2.91,-147.55,103.18,9416.42
PKKO_sq,,,-34.79,348.77,,,-8.87,51.97,,,12.46,-79.04,,,39.79,-85.51,,,114.17,989.13,,,308.12,-14.76,,,96.64,650.00,-305.86,-9.91,11.34,-407.55,54.13,-4.15,13.83,-82.84,32.47,-497.15,100.90,-3913.04,-174.42,-477.64,82.49,-8.99,-25.41,-466.75,86.53,-913.01,82.48,32.70
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,,,,,7.43,7.97,-7.26,-13.28,-30.16,-29.59,-8.89,-15.43,2.06,17.10,19.39,26.07,34.93,0.75,-13.55,-10.48,-25.60,-6.60,-16.64,-19.63,-16.28,-18.66,-8.15,-18.02,-23.65,-32.05,-35.86,-37.17,-28.68,-23.68,-16.01,-7.52,-20.53,-23.64,-33.97,-36.24,-10.72,-6.18,11.73,-1.57,-59.38,-64.70,-74.11,-77.63,-79.77
RN_sy,,,,,,22.92,-2.42,-2.14,2.40,-31.33,-33.90,-25.05,-24.48,2.55,4.64,-8.63,-17.10,-7.08,8.52,13.40,23.15,19.31,1.50,9.16,0.79,-11.79,-4.24,-3.71,-11.59,-2.42,-16.98,-13.49,-11.73,-2.73,-7.80,-27.28,-22.03,-0.31,-11.38,-18.66,-13.01,-12.16,-39.60,-49.44,-46.25,-6.57,72.91,98.98,188.31,49.07
RN_qq,,,-7.38,-3.65,13.64,5.95,-6.92,-17.24,6.26,-14.67,-6.17,7.10,-1.38,2.98,7.66,9.19,4.14,10.22,-19.62,-6.30,7.85,-8.41,0.92,-16.38,3.98,-4.59,-1.96,-5.57,-7.19,-11.14,-12.75,-10.86,-9.09,0.87,-6.63,-1.90,0.10,-13.33,-10.28,-15.17,-3.34,21.36,-5.71,1.02,-14.85,-49.92,-18.07,-25.91,-26.41,-54.71
RN_sq,,,24.33,-5.70,0.69,4.12,-1.30,-5.42,5.36,-30.18,-4.99,7.23,6.16,-5.19,-3.05,-6.37,-3.68,6.27,13.23,-2.16,4.61,2.96,-3.67,5.22,-3.41,-9.89,4.57,5.80,-11.32,-0.54,-11.03,10.25,-9.52,9.60,-15.67,-13.04,-2.99,40.14,-25.03,-20.19,3.74,41.51,-48.45,-33.18,10.27,145.98,-4.59,-23.11,59.78,27.18
CRN,,94000,101000,105000,93000,87000,94000,114000,107000,125000,133000,125000,126000,123000,114000,104000,100000,91000,113000,121000,112000,122000,121000,145000,139000,146000,149000,158000,170000,191000,219000,246000,270000,268000,287000,293000,292000,337000,376000,443000,459000,378000,401000,397000,466000,930000,1135000,1533000,2082000,4598000
CRN_yy,,,,,,-7.45,-6.93,8.57,15.05,43.68,41.49,9.65,17.76,-1.60,-14.29,-16.80,-20.63,-26.02,-0.88,16.35,12.00,34.07,7.08,19.83,24.11,19.67,23.14,8.97,22.30,30.82,46.98,55.70,58.82,40.31,31.05,19.11,8.15,25.75,31.01,51.19,57.19,12.17,6.65,-10.38,1.53,146.03,183.04,286.15,346.78,394.41
CRN_sy,,,,,,-18.67,1.64,1.56,-1.59,50.00,50.00,33.85,32.26,-5.46,-4.30,9.20,20.73,7.51,-7.87,-7.89,-15.15,-16.13,-0.61,-12.00,-4.17,13.46,3.68,4.55,12.42,2.82,20.71,18.01,14.36,2.20,10.78,33.68,26.57,8.06,10.62,22.83,15.27,29.85,-42.40,98.08,85.43,71.65,-15.28,-28.32,-65.36,-64.73
CRN_qq,,,7.45,3.96,-11.43,-6.45,8.05,21.28,-6.14,16.82,6.40,-6.02,0.80,-2.38,-7.32,-8.77,-3.85,-9.00,24.18,7.08,-7.44,8.93,-0.82,19.83,-4.14,5.04,2.05,6.04,7.59,12.35,14.66,12.33,9.76,-0.74,7.09,2.09,-0.34,15.41,11.57,17.82,3.61,-17.65,6.08,-1.00,17.38,99.57,22.04,35.07,35.81,120.85
CRN_sq,,,-18.67,4.92,-1.56,-3.17,1.64,4.84,-4.62,47.58,1.64,-6.45,-5.75,5.49,2.89,6.74,4.21,-6.06,-11.83,6.71,-4.00,-7.14,4.49,-5.52,4.55,9.94,-4.52,-4.73,12.42,0.55,12.09,-6.86,8.95,-10.14,21.51,12.39,3.15,-23.28,24.38,24.80,-3.21,-13.58,-44.83,329.17,-9.39,-20.00,-72.77,263.11,-56.21,-18.56
CPZ,,130000,133000,138000,121000,115000,171000,173000,163000,164000,115000,113000,114000,126000,127000,129000,124000,141000,164000,172000,160000,156000,149000,172000,165000,170000,178000,178000,190000,206000,230000,270000,308000,323000,360000,368000,368000,416000,455000,543000,599000,506000,556000,572000,594000,1087000,1218000,1535000,2165000,4936000
CPZ_yy,,,,,,-11.54,28.57,25.36,34.71,42.61,-32.75,-34.68,-30.06,-23.17,10.43,14.16,8.77,11.90,29.13,33.33,29.03,10.64,-9.15,,3.12,8.97,19.46,3.49,15.15,21.18,29.21,51.69,62.11,56.80,56.52,36.30,19.48,28.79,26.39,47.55,62.77,21.63,22.20,5.34,-0.83,114.82,119.06,168.36,264.48,354.09
CPZ_sy,,,,,,9.41,-25.23,-5.62,-16.30,-5.38,43.75,42.86,48.05,34.09,10.43,7.50,8.77,6.36,1.57,-6.98,11.29,23.51,16.28,,22.46,6.77,10.33,-4.55,-7.10,-0.91,-5.44,-6.67,-4.46,-8.54,8.31,12.93,20.00,-2.00,-9.14,18.07,125.00,129.25,3.25,191.84,46.67,81.75,-19.81,47.55,-72.39,-76.65
CPZ_qq,,,2.31,3.76,-12.32,-4.96,48.70,1.17,-5.78,0.61,-29.88,-1.74,0.88,10.53,0.79,1.57,-3.88,13.71,16.31,4.88,-6.98,-2.50,-4.49,15.44,-4.07,3.03,4.71,,6.74,8.42,11.65,17.39,14.07,4.87,11.46,2.22,,13.04,9.38,19.34,10.31,-15.53,9.88,2.88,3.85,83.00,12.05,26.03,41.04,127.99
CPZ_sq,,,25.88,-16.82,3.37,1.09,-13.98,5.00,-8.33,14.29,30.68,4.35,-5.00,3.51,7.63,1.57,-3.88,1.21,2.79,-6.98,15.00,12.32,-3.23,10.00,2.42,-2.07,,,-0.32,4.46,-4.57,-6.07,2.04,,13.00,-2.06,,-18.33,4.76,27.27,106.63,-16.79,-52.82,259.75,3.85,3.11,-79.18,561.96,-80.57,-12.80
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,,,,,29.24,63.39,130.62,102.08,10.63,-10.37,-42.24,-43.17,98.90,130.21,182.86,195.07,-20.25,-37.12,-59.24,-57.38,-41.15,-37.86,-75.05,-75.75,-81.36,-87.13,-62.85,-65.42,-52.26,-30.72,-17.42,-24.41,-19.85,-20.63,-22.38,-21.60,-38.90,-49.33,-59.74,-62.55,-20.87,8.21,52.15,117.22,-41.03,-52.36,-66.22,-76.56,-62.77
RZ_sy,,,,,,74.43,262.54,85.13,81.52,-44.23,-19.49,-33.05,-38.71,-0.17,3.12,27.55,27.02,74.06,21.80,-48.29,-17.80,-36.95,-28.45,-43.53,-62.25,-55.07,-57.27,24.27,119.93,115.44,149.24,31.95,-40.05,-50.94,-63.04,-28.05,-15.32,-8.01,-3.14,-22.53,3.18,-23.32,-13.88,18.63,2.05,20.89,11.76,-14.11,77.54,108.34
RZ_qq,,,-4.60,-0.68,15.33,18.28,20.61,40.18,1.06,-35.25,-2.29,-9.65,-0.58,126.63,13.09,11.01,3.71,-38.75,-10.83,-28.05,8.45,-15.43,-5.85,-71.11,5.40,-35.00,-34.98,-16.59,-1.89,-10.29,-5.63,-0.58,-10.19,-4.87,-6.55,-2.77,-9.29,-25.86,-22.51,-22.75,-15.63,56.66,5.98,8.62,20.45,-57.47,-14.39,-22.98,-16.43,-32.43
