,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1
NetDebtEBITDA_qq,,,34.94,17.66,,,-11.90,-49.02,,,-58.16,-0.40,,,-21.87,-30.12,,,7.36,47.57,,,,12.50,,,,41.74,-194.76,241.35,-51.81,-54.59,32.40,-76.05,-7.48,2.32,-7.24,161.92,13.54,-54.46,64.13,5.14,16.87,37.84,-1.11,-1.90,-0.70,-28.30,1.45,35.04,-21.48
NetDebtEBITDA_sq,,,-140.68,606.44,,,78.19,-39.23,,,51.08,-51.07,,,7.20,8.49,,,32.76,19.57,,,,47.23,,,,7.83,6.88,-23.27,-8.51,8.52,-4.55,4.56,1.07,29.70,0.87,-20.26,4.64,2.12,2.63,-14.04,7.42,10.41,-5.57,-16.54,1.32,8.46,-7.03,9.94,8.21
DebtFin,24993000000,38269000000,28609000000,27485000000,,17458000000,19011000000,21551000000,,21983000000,22036000000,22007000000,,22036000000,20512000000,20590000000,,20691000000,20586000000,11550000000,,,21659000000,47610000000,,,89939000000,89629000000,89328000000,91505000000,86253000000,82990000000,82698000000,82542000000,80558000000,80510000000,78098000000,72024000000,70364000000,28538000000,31898000000,29845000000,30124000000,32293000000,32477000000,32818000000,32541000000,32234000000,33113000000,32284000000,25967000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,-200.68,-100.65,,,,79.60,64.20,35.49,,785.47,307.99,257.81,,-77.53,-45.38,-68.33,,-22.02,-7.22,72.17,,,39.76,88.66,,,-506.13,-237.28,,,210.85,195.29,142.50,-92.69,-85.61,-70.04,-79.47,124.25,167.72,4.96,97.83,-15.63,-10.18,215.79,82.57,58.71,32.42,-33.04,-30.01,3.00,-19.88
DebtFinEBITDA_sy,16.88,56.42,,,,-101.96,2.06,-21.05,,54.89,172.91,242.55,,34.85,-73.66,-108.76,,285.68,-134.47,1134.62,,,-185.89,-51.59,,,583.15,63.49,,,84.75,69.82,-14.64,-47.99,-37.01,-1.10,-0.96,42.69,13.50,-24.67,-33.35,-11.11,52.18,44.80,47.12,26.73,-11.39,-51.95,-25.45,-0.07,50.56
DebtFinEBITDA_qq,,,34.47,15.79,,,-14.97,-51.75,,,-65.11,15.14,,,-15.18,-33.25,,,0.91,23.87,,,,67.21,,,,43.48,-199.74,239.14,-52.97,-51.42,33.70,-76.08,-7.41,1.18,-8.39,161.29,10.54,-60.33,72.66,11.44,17.68,39.46,-0.18,-3.13,-1.81,-29.48,4.33,42.57,-23.62
DebtFinEBITDA_sq,,,-287.50,18.89,,,-87.92,-0.25,,,403.72,96.00,,,222.81,-165.16,,,-122.80,2055.96,,,,431.23,,,,12.08,131.24,-18.14,-12.92,3.03,16.24,-50.12,5.45,61.78,16.39,-28.14,-16.13,7.37,2.98,-4.16,43.60,2.16,4.63,-17.44,0.41,-44.60,62.33,10.67,51.28
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,12.28,-23.11,,,,250.12,55.08,29.04,,-12.51,-23.75,-8.77,,-16.89,22.52,6.44,,19.44,77.41,50.01,,,-38.45,-40.17,,,-61.82,-64.41,,,-36.79,19.41,15.16,25.81,27.87,-15.62,-13.81,-5.75,-10.24,91.55,74.33,78.86,84.24,-20.47,-17.06,-25.26,-25.89,-19.93,-21.97,91.05,84.55
SP1_sy,53.28,3.27,,,,2.68,43.96,24.36,,-25.46,-19.06,-0.78,,-22.67,2.36,13.34,,-7.55,27.68,2.60,,,6.23,-8.51,,,-20.73,-2.68,,,10.55,-1.20,-15.84,-0.90,-19.86,3.03,3.47,-2.27,8.98,-12.84,-9.69,-6.43,-22.12,-15.85,-10.24,1.59,8.13,0.62,-3.12,-8.58,-4.42
SP1_qq,,,115.14,15.85,,,-4.71,-3.60,,,-16.95,15.34,,,22.43,0.20,,,81.86,-15.27,,,,-17.65,,,,-23.22,0.52,-14.70,-3.99,45.04,-3.06,-6.81,-2.42,-4.29,-0.98,1.92,-7.07,104.23,-9.88,4.56,-4.27,-11.85,-6.00,-5.78,-5.07,-4.76,-8.39,130.67,-8.30
SP1_sq,,,-45.87,-2.38,,,-24.11,-15.67,,,-17.61,3.38,,,9.06,14.46,,,50.62,-8.03,,,,-20.79,,,,-2.75,11.37,-15.87,21.32,-13.09,-5.12,-0.94,-1.89,11.74,-4.72,-6.44,9.41,-10.63,-1.27,-3.07,-8.93,-3.44,5.31,9.69,-3.06,-10.15,1.39,3.51,1.35
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,-19.46,1.82,,,,64.94,25.09,13.57,,-7.52,-10.38,-2.43,,-5.69,10.36,3.50,,6.74,35.30,14.57,,,-36.63,-15.95,,,-4.71,-18.05,,,-7.14,6.60,5.17,8.34,7.63,-3.97,-2.09,-1.76,-3.08,25.62,21.33,23.75,24.60,-6.59,-3.10,-6.70,-6.83,-4.14,-6.58,25.51,15.34
SP2_sy,24.25,3.56,,,,-0.87,25.10,33.41,,-15.45,-10.31,-5.93,,-21.27,-10.57,7.82,,-2.48,32.20,-2.51,,,22.40,-5.43,,,-24.76,-1.89,,,1.59,2.98,-5.58,0.09,-17.29,-1.14,-7.67,-1.17,7.77,-3.12,-1.61,3.85,-6.69,-6.80,-1.13,-2.52,0.39,-1.00,-1.15,-0.23,4.86
SP2_qq,,,28.34,7.60,,,-2.68,-2.31,,,-5.69,6.37,,,10.36,-0.25,,,39.89,-15.53,,,,12.04,,,,-3.64,-0.48,-3.35,0.18,10.62,-1.81,-0.43,-0.48,-1.30,0.11,-0.10,-1.81,27.92,-3.31,1.90,-1.15,-4.10,0.31,-1.89,-1.29,-1.32,-2.25,31.82,-9.29
SP2_sq,,,-34.56,-10.11,,,-17.42,-4.13,,,-12.40,0.56,,,-0.49,21.24,,,34.89,-10.59,,,,-30.91,,,,-9.91,10.43,-12.10,16.17,-8.67,1.25,-6.82,-4.00,9.16,-5.44,-0.26,4.69,-1.88,-3.97,5.27,-5.93,-1.99,1.87,3.79,-3.12,-3.35,1.71,4.76,1.82
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,160.96,-55.64,,,,9207.69,990.96,413.47,,-37.37,-68.13,-17.95,,-55.49,81.25,-21.09,,52.06,-41.12,139.94,,,-42.59,-80.41,,,-69.82,-90.95,,,-65.60,380.07,72.68,529.66,158.06,-90.99,3.96,5.92,50.97,8017.97,1214.31,1174.71,800.37,-27.53,-15.88,-40.18,-41.98,-30.08,-37.67,-0.12,173.78
CAR_sy,-35.66,15.60,,,,-2.43,102.03,49.00,,84.09,-42.53,1.97,,47.45,16.52,23.49,,-28.06,14.29,-18.19,,,28.89,0.02,,,-56.99,-66.88,,,-11.73,25.85,25.85,-10.11,-1.46,66.02,-17.37,36.33,54.49,35.09,26.54,3.76,-7.74,-18.75,19.55,-8.04,6.36,-22.03,-34.28,-8.11,-31.44
CAR_qq,,,646.15,65.98,,,-12.54,-21.88,,,-55.49,101.09,,,81.25,-12.46,,,-29.81,256.73,,,,21.73,,,,-63.50,23.65,-67.76,136.44,409.32,-55.52,17.56,-3.10,-82.22,413.28,19.79,38.12,855.93,-16.90,16.18,-2.44,-23.06,-3.53,-17.39,-5.38,-7.27,-14.00,32.38,159.34
CAR_sq,,,71.15,-17.48,,,254.39,-39.15,,,10.63,7.98,,,-12.57,14.44,,,38.91,-18.09,,,,-36.44,,,,-51.06,55.64,34.33,-13.73,-30.22,55.64,-4.05,-5.43,17.56,-22.54,58.30,7.17,2.79,-27.44,29.81,-4.70,-9.48,6.76,-0.15,10.23,-33.64,-10.01,39.60,-17.76
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,-58.71,59.04,,,,1111.83,402.77,185.77,,-23.17,-45.40,-14.20,,-35.60,75.68,3.60,,50.83,-30.92,79.06,,,-32.74,-42.41,,,-42.82,-79.56,,,-39.75,46.61,-10.78,-2.24,23.54,-36.44,1.72,-2.33,2.59,337.28,292.62,371.05,313.99,-11.30,-7.97,-25.73,-28.36,-18.48,-29.42,160.07,111.64
QR_sy,41.29,41.47,,,,26.87,29.96,54.89,,-14.07,-22.36,-2.01,,5.03,17.12,3.60,,0.74,13.35,-5.58,,,-15.20,-1.58,,,-11.07,-20.19,,,0.62,4.92,5.73,16.28,0.03,-1.73,-11.48,-13.52,2.19,10.80,12.39,-2.89,-6.58,-13.36,-7.97,23.30,23.12,3.24,1.22,-8.56,-2.46
QR_qq,,,118.40,74.19,,,-9.39,-0.99,,,-35.60,55.57,,,75.68,-8.26,,,-19.54,137.81,,,,103.64,,,,-27.21,11.29,-10.87,-16.55,77.12,-32.28,-2.34,5.46,-8.86,8.38,-6.23,10.76,288.47,-2.69,12.50,-2.65,-16.77,0.96,-9.21,-6.09,-5.30,-12.58,234.53,-23.58
QR_sq,,,0.36,-18.08,,,2.80,-2.37,,,-7.11,23.22,,,3.57,8.99,,,16.53,-9.21,,,,5.37,,,,-5.44,7.14,-2.56,1.92,-1.40,7.97,7.16,-12.32,-3.13,-2.75,4.69,3.61,5.04,-1.36,-9.54,-0.34,-2.58,4.78,21.21,-0.49,-18.31,2.73,9.49,6.16
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,-60.31,62.10,,,,1049.69,355.53,168.25,,-20.40,-44.05,-13.48,,-35.79,80.99,9.00,,52.48,122.54,70.24,,,-78.49,-40.46,,,-43.28,-78.92,,,-42.50,37.63,-12.35,-10.01,22.71,-36.02,-0.18,-1.89,2.79,320.92,282.81,352.26,302.86,-9.96,-6.61,-24.48,-27.37,-18.29,-29.28,155.31,108.79
CR_sy,30.02,5.06,,,,0.16,36.17,56.16,,-9.45,-13.51,-9.32,,-1.52,11.48,11.81,,-0.32,15.42,5.10,,,-15.48,-14.64,,,-3.23,-13.72,,,-2.68,7.22,1.28,11.32,-10.19,-1.43,-11.94,-9.05,11.75,5.35,2.73,4.14,-5.90,-4.02,-10.40,7.44,12.27,-5.61,12.79,-8.36,-8.90
CR_qq,,,130.54,70.29,,,-8.66,0.28,,,-35.79,55.07,,,80.99,-6.61,,,164.14,-28.56,,,,97.75,,,,-26.49,8.13,-5.73,-23.25,75.93,-31.13,-3.22,4.65,-8.26,7.43,-4.88,9.64,275.66,-2.29,12.38,-2.33,-16.04,1.34,-9.12,-6.07,-5.54,-12.29,228.06,-23.18
CR_sq,,,-25.04,-13.13,,,1.91,-0.38,,,-2.67,4.46,,,10.18,4.76,,,27.58,-4.60,,,,-3.66,,,,-14.11,20.91,-13.77,8.67,-5.37,14.22,-5.23,-12.33,3.86,2.04,-2.12,7.72,-2.09,-0.49,-0.77,-2.66,-0.13,-7.11,18.99,1.72,-16.04,11.00,-3.33,1.12
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,160.96,-55.64,,,,9207.69,990.96,413.47,,-37.37,-67.14,-16.13,,-54.12,80.84,-22.45,,47.52,-42.75,138.84,,,-41.26,-79.78,,,-68.57,-89.84,,,-62.96,335.57,71.74,413.12,149.37,-86.41,2.81,5.24,45.11,5065.52,1096.72,1078.94,759.33,-26.64,-14.99,-39.44,-41.30,-29.59,-36.84,-0.41,166.14
PP_sy,7.48,-28.64,,,,-2.83,221.08,73.98,,95.89,-53.31,-4.34,,18.03,33.13,12.61,,-26.39,-22.48,-23.38,,,31.67,-8.69,,,-50.61,-58.14,,,-4.60,49.85,30.70,17.49,2.73,10.91,-23.32,-3.02,59.02,42.16,11.94,-0.22,-15.65,-0.62,20.18,27.58,8.39,-7.72,-9.94,-20.57,-41.88
PP_qq,,,646.15,65.98,,,-12.54,-21.88,,,-54.12,99.42,,,80.84,-14.48,,,-29.81,256.73,,,,22.77,,,,-60.30,20.70,-61.35,100.00,366.88,-52.41,15.47,-2.80,-74.56,260.10,18.19,34.03,805.53,-16.57,16.44,-2.31,-22.69,-3.33,-17.05,-5.32,-7.26,-13.29,30.81,153.01
PP_sq,,,45.07,-2.25,,,379.38,-47.03,,,14.25,8.52,,,28.87,-8.20,,,35.72,-9.27,,,,-37.08,,,,-46.67,52.18,26.30,-6.93,-16.23,32.73,13.53,-18.63,-9.55,-8.24,43.60,33.42,-19.14,-27.74,28.01,12.78,-4.73,-12.62,35.89,-4.18,-18.89,-14.72,19.85,-29.88
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,-72.19,134.90,,,,100.59,43.31,56.88,,59.14,55.84,-10.66,,6.62,70.62,52.53,,54.07,-5.60,23.57,,,-32.28,26.13,,,-32.41,-77.62,,,-33.87,10.66,-22.04,-25.04,5.66,-11.96,1.39,-5.17,-11.72,-20.10,47.67,75.87,67.72,63.65,9.37,12.57,8.31,5.84,-15.17,401.41,28.00
RCLR_sy,54.99,4.71,,,,11.19,-10.61,-7.35,,-9.61,6.32,15.79,,-25.10,-15.65,1.94,,16.63,40.47,11.77,,,-1.43,4.73,,,-2.69,-11.60,,,-11.88,3.04,-4.94,-2.67,-2.78,-19.58,-14.38,1.47,-5.65,16.59,3.67,-20.00,-19.08,-22.30,-23.89,13.48,32.34,4.60,25.04,-11.26,-17.30
RCLR_qq,,,52.40,79.29,,,8.88,96.28,,,6.62,12.53,,,70.62,0.60,,,4.54,31.68,,,,145.25,,,,-18.79,10.12,-3.99,-22.98,35.90,-22.42,-7.69,8.56,13.24,-10.65,-13.67,1.06,2.48,65.14,2.82,-3.62,,10.36,5.83,-7.26,-2.29,-11.54,525.55,-76.33
RCLR_sq,,,-2.77,-9.81,,,-21.83,-6.52,,,-8.06,1.81,,,3.55,23.04,,,24.72,-2.10,,,,4.02,,,,-5.50,7.49,-16.18,3.50,10.50,-0.83,-14.18,3.38,-8.59,5.58,1.70,-3.87,12.95,-6.12,-21.52,-2.76,,-8.04,17.02,13.39,-14.27,9.93,-16.95,5.68
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,-105.74,6.02,,,,136.00,178.02,252.23,,-57.48,-108.17,-30.65,,-115.37,1217.39,55.60,,808.70,277.82,144.16,,,-111.60,-64.89,,,-155.33,-303.65,,,-109.50,39.77,22.95,32.38,40.82,-53.49,-23.64,-15.93,-29.16,152.36,141.06,154.80,142.26,-59.49,-45.36,-83.69,-99.66,-140.08,-210.33,1688.89,60950.00
KP_sy,158.47,3.54,,,,10.95,100.24,7026.32,,-20.19,-4.15,-24.62,,-38.50,-21.98,16.98,,-31.55,102.98,0.34,,,-27.69,-27.43,,,-5.92,-13.19,,,-7.87,20.67,-15.62,26.68,-41.65,-18.63,2.59,19.43,95.44,31.71,0.48,-2.43,-34.63,-23.02,-31.25,1.65,9.17,-22.67,-1.97,-15.30,1.48
KP_qq,,,63.08,58.63,,,-19.98,-19.29,,,-115.37,785.51,,,1217.39,-4.54,,,495.71,-38.31,,,,286.69,,,,-48.90,1.32,-21.53,-17.33,57.19,-26.23,-6.65,-2.69,-11.03,-1.68,,-14.40,145.01,-20.26,33.47,-11.78,-56.85,7.54,-60.15,-98.15,-5150.00,-196.04,746.15,-36.80
KP_sq,,,-61.69,-96.56,,,-30.85,22.28,,,-16.95,-3.83,,,5.34,44.20,,,212.39,-28.72,,,,-28.47,,,,-33.99,49.82,-42.98,63.39,-13.54,4.76,-14.40,-24.73,20.55,32.07,,23.17,-18.76,0.75,-3.22,-17.48,-4.33,-10.03,43.10,-11.37,-32.23,14.06,23.64,6.18
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,-162.22,37.95,,,,129.97,162.09,207.26,,-71.63,-105.64,-47.78,,-112.11,988.36,15.83,,604.94,285.11,169.44,,,-112.64,-55.01,,,-231.95,-311.56,,,-79.90,39.93,10.93,9.44,15.21,-105.57,-46.09,-22.33,-12.79,133.33,126.95,131.77,126.13,-67.99,-57.37,-70.98,-99.18,-167.68,-287.82,1715.93,48150.00
PKKO_sy,227.04,110.04,,,,116.06,151.01,487.21,,4.51,-75.41,-71.44,,30.23,165.03,159.88,,-27.70,32.06,18.41,,,-69.46,-65.43,,,-22.27,-25.03,,,35.79,18.28,-100.33,-133.25,-125.74,-38.06,4466.67,131.68,115.22,-108.45,308.40,-72.83,-2348.57,-441.46,-64.67,-3634.04,106.54,269.37,-194.71,16.92,-861.17
PKKO_qq,,,65.68,58.44,,,-28.90,-28.21,,,-114.13,765.08,,,1136.42,-13.28,,,690.46,-39.33,,,,316.03,,,,-37.68,8.81,-17.33,-22.13,54.03,-35.22,-19.29,-14.34,-11.46,3.90,0.11,-5.42,132.94,-22.32,17.76,-13.30,-59.64,3.46,-19.84,-97.55,-3430.00,-187.09,875.00,-34.88
PKKO_sq,,,145.32,-158.50,,,185.00,-9.77,,,-32.94,4.80,,,36.48,2.76,,,149.28,-7.86,,,,4.31,,,,0.61,35.65,-8.57,8.83,-12.37,-100.38,-9000.00,15.75,310.87,-72.99,-33.97,-59.54,-217.14,1404.88,-95.61,-3448.94,71.79,185.14,-539.42,106.20,630.10,-147.61,-285.47,43.19
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,113.83,-25.95,,,,55.32,54.94,47.34,39.90,26.99,-0.73,7.18,9.47,-12.15,9.77,-3.90,-4.92,14.60,3.67,-5.00,-11.96,-26.50,-37.87,-45.01,-44.75,-37.97,-15.59,50.44,52.87,61.71,44.19,3.82,9.99,19.25,27.70,27.32,18.72,3.96,-2.92,7.48,-0.64,0.47,6.90,0.89,20.11,-37.27,-52.59,-39.23,-44.67,-41.43,-27.07
RN_sy,26.63,-29.90,,,,-2.67,20.36,13.48,1.80,17.64,-1.35,-6.93,3.36,-7.62,-5.48,-5.96,-30.27,0.52,-6.97,-2.50,25.25,-4.70,-8.81,-11.60,-17.98,-7.59,2.28,9.75,1.64,10.00,2.83,0.61,0.39,-7.82,-11.73,-6.16,1.70,7.10,13.80,2.21,-0.12,0.90,4.15,11.16,6.52,-12.18,-15.51,-16.87,-17.68,-3.36,1.24
RN_qq,,,9.35,5.86,12.08,19.71,9.09,0.67,6.41,8.67,-14.72,8.68,8.69,-12.79,6.55,-4.85,7.54,5.11,-3.61,-12.81,-0.33,-12.25,-18.52,-22.84,0.14,-1.48,10.88,37.53,1.76,4.21,-1.13,-0.97,7.80,12.98,5.87,-1.27,0.52,-1.06,-1.13,9.31,-7.08,0.05,5.19,3.16,10.62,-47.75,-20.50,32.24,0.73,-44.69,-1.00
RN_sq,,,-0.92,4.32,22.08,-22.87,22.53,-1.64,9.51,-10.86,2.75,-7.21,21.63,-20.33,5.13,-7.68,-9.81,14.84,-2.71,-3.24,15.85,-12.61,-6.91,-6.20,7.49,-1.54,3.03,0.65,-0.46,6.57,-3.68,-1.52,-0.68,-2.16,-7.76,4.69,7.65,3.03,-1.99,-5.97,5.19,4.08,1.17,0.35,0.81,-14.19,-2.67,-1.27,-0.18,0.74,1.97
CRN,55000,74000,68000,64000,57000,48000,44000,43000,41000,38000,44000,41000,37000,43000,40000,42000,39000,37000,39000,44000,45000,51000,62000,81000,81000,82000,74000,54000,53000,51000,51000,52000,48000,42000,40000,41000,40000,41000,41000,38000,41000,41000,39000,37000,34000,65000,82000,62000,61000,111000,112000
CRN_yy,-52.99,34.55,,,,-35.14,-35.29,-32.81,-28.07,-20.83,,-4.65,-9.76,13.16,-9.09,2.44,5.41,-13.95,-2.50,4.76,15.38,37.84,58.97,84.09,80.00,60.78,19.35,-33.33,-34.57,-37.80,-31.08,-3.70,-9.43,-17.65,-21.57,-21.15,-16.67,-2.38,2.50,-7.32,2.50,,-4.88,-2.63,-17.07,58.54,110.26,67.57,79.41,70.77,36.59
CRN_sy,-22.14,41.18,,,,2.78,-12.93,-7.09,1.75,-14.19,,0.76,-5.17,7.09,6.56,6.06,41.82,,7.69,5.00,-19.87,5.15,9.29,11.56,21.60,7.69,-1.96,-9.15,-1.97,-9.09,-2.67,-0.67,-0.67,8.57,4.79,6.76,-1.35,-6.58,-10.46,-15.19,-6.16,,2.19,-2.24,-5.84,14.29,17.14,19.08,22.48,3.75,-1.22
CRN_qq,,,-8.11,-5.88,-10.94,-15.79,-8.33,-2.27,-4.65,-7.32,15.79,-6.82,-9.76,16.22,-6.98,5.00,-7.14,-5.13,5.41,12.82,2.27,13.33,21.57,30.65,,1.23,-9.76,-27.03,-1.85,-3.77,,1.96,-7.69,-12.50,-4.76,2.50,-2.44,2.50,,-7.32,7.89,,-4.88,-5.13,-8.11,91.18,26.15,-24.39,-1.61,81.97,0.90
CRN_sq,,,2.08,-4.08,-19.15,29.82,-13.51,2.34,-11.45,9.48,-3.94,8.20,-16.67,23.64,-4.41,7.69,11.43,-12.82,2.94,5.00,-14.97,14.40,6.99,7.19,,1.32,-2.60,-0.67,,-6.04,,1.37,,2.70,0.66,3.27,-7.59,-2.74,,-2.19,2.24,,,-6.43,-1.53,24.03,2.50,-4.88,1.28,5.06,-2.41
CPZ,954000,581000,477000,321000,287000,174000,140000,119000,112000,89000,91000,87000,80000,90000,71000,65000,61000,49000,52000,54000,54000,59000,97000,105000,105000,106000,119000,176000,173000,168000,188000,187000,183000,175000,161000,169000,167000,172000,179000,174000,171000,152000,125000,105000,93000,173000,213000,159000,164000,163000,154000
CPZ_yy,68.25,-39.10,,,,-70.05,-70.65,-62.93,-60.98,-48.85,-35.00,-26.89,-28.57,1.12,-21.98,-25.29,-23.75,-45.56,-26.76,-16.92,-11.48,20.41,86.54,94.44,94.44,79.66,22.68,67.62,64.76,58.49,57.98,6.25,5.78,4.17,-14.36,-9.63,-8.74,-1.71,11.18,2.96,2.40,-11.63,-30.17,-39.66,-45.61,13.82,70.40,51.43,76.34,-5.78,-27.70
CPZ_sy,-41.60,-8.22,,,,19.40,26.11,16.77,-20.93,5.62,-23.23,6.08,14.71,1.78,5.26,-7.29,2.56,3.49,-6.25,-10.67,3.12,,28.00,11.95,21.21,6.18,-5.21,8.99,-4.50,-1.59,9.34,2.06,-1.57,-0.54,-5.03,-7.07,0.53,4.32,-3.17,-3.26,-7.41,-8.81,1.64,3.37,6.29,19.89,11.83,9.78,6.45,-1.90,0.48
CPZ_qq,,,-17.90,-32.70,-10.59,-39.37,-19.54,-15.00,-5.88,-20.54,2.25,-4.40,-8.05,12.50,-21.11,-8.45,-6.15,-19.67,6.12,3.85,,9.26,64.41,8.25,,0.95,12.26,47.90,-1.70,-2.89,11.90,-0.53,-2.14,-4.37,-8.00,4.97,-1.18,2.99,4.07,-2.79,-1.72,-11.11,-17.76,-16.00,-11.43,86.02,23.12,-25.35,3.14,-0.61,-5.52
CPZ_sq,,,17.16,-1.27,10.97,-6.98,23.75,-8.59,-24.86,24.26,-10.06,26.32,-18.75,10.26,-6.98,11.25,-10.11,11.25,-15.73,6.00,,7.88,7.87,-7.29,,-5.50,-3.70,6.59,-1.55,-2.62,6.99,-0.50,-5.05,-1.60,2.16,-2.65,2.72,2.12,-5.18,-2.73,-1.69,0.57,5.68,-1.08,1.09,13.44,-1.42,-2.88,-1.98,4.55,0.97
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,130.30,-19.25,,,,-35.55,9.04,68.53,65.66,33.57,6.84,-5.85,-7.10,4.22,-5.84,-23.62,-22.66,-20.76,-90.42,-88.36,-89.00,-92.65,738.93,802.73,802.38,1269.48,24.39,8.82,23.40,8.74,11.90,23.07,13.55,88.75,70.62,71.00,75.71,9.38,4.81,-6.00,-21.06,-13.43,-6.60,0.79,9.89,-46.01,-57.91,-45.46,-42.42,8.05,31.48
RZ_sy,63.47,5.89,,,,-26.68,-59.89,34.80,6.63,29.74,222.76,10.54,-17.57,-11.65,-28.14,-39.64,-5.43,26.30,-41.47,-8.49,-5.13,-15.27,119.30,84.24,63.23,-0.59,5.85,-0.67,-0.52,16.32,-16.45,-5.74,-30.57,-25.02,3.23,-0.03,58.82,109.54,46.58,-5.60,-33.70,-38.21,-24.13,0.67,-8.67,-28.54,-39.42,-44.49,-11.17,83.52,44.14
RZ_qq,,,-30.07,-23.85,8.97,11.07,18.31,17.70,7.11,-10.44,-5.37,3.71,5.69,0.47,-14.50,-15.88,7.02,2.95,-89.66,2.17,1.15,-31.21,1080.12,9.94,1.11,4.39,7.19,-3.82,14.65,-8.01,10.31,5.78,5.79,52.91,-0.29,6.02,8.70,-4.81,-4.46,-4.92,-8.71,4.39,3.08,2.61,-0.47,-48.71,-19.64,32.95,5.07,-3.75,-2.21
RZ_sq,,,-19.62,-12.38,11.07,-6.28,-56.02,194.47,-12.14,14.03,9.40,0.85,-34.48,22.23,-11.02,-15.30,2.66,63.24,-58.77,32.43,6.43,45.79,6.72,11.26,-5.70,-11.21,13.64,4.40,-5.56,3.82,-18.38,17.78,-30.44,12.12,12.38,14.06,10.51,47.93,-21.39,-26.55,-22.39,37.87,-3.47,-2.53,-29.59,7.87,-18.17,-10.68,12.66,122.88,-35.73
CRZ,4000,5000,7000,10000,9000,8000,7000,6000,5000,6000,6000,6000,6000,6000,7000,8000,7000,7000,70000,69000,68000,99000,8000,8000,8000,7000,7000,7000,6000,7000,6000,6000,5000,4000,4000,3000,3000,3000,3000,4000,4000,4000,4000,4000,4000,7000,9000,6000,6000,6000,7000
CRZ_yy,-60.00,25.00,,,,60.00,,-40.00,-44.44,-25.00,-14.29,,20.00,,16.67,33.33,16.67,16.67,900.00,762.50,871.43,1314.29,-88.57,-88.41,-88.24,-92.93,-12.50,-12.50,-25.00,,-14.29,-14.29,-16.67,-42.86,-33.33,-50.00,-40.00,-25.00,-25.00,33.33,33.33,33.33,33.33,,,75.00,125.00,50.00,50.00,-14.29,-22.22
CRZ_sy,-45.45,-11.11,,,,50.00,,-3.85,-13.04,-29.17,-67.31,,25.00,,-5.88,44.44,4.00,-20.00,143.75,11.54,7.69,18.75,-56.41,-44.83,-42.86,-5.26,-5.88,,-12.50,,31.25,,-14.29,37.50,-4.76,,33.33,-50.00,-50.00,-31.25,,63.64,20.00,,,27.78,116.67,75.00,-13.64,-47.83,-23.08
