,2006/Q4,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CAR_sy,,,,,,-48.61,-65.59,-34.23,,-50.09,54.19,97.93,,43.22,38.43,-1.30,,-6.97,2.00,7.64,,-10.82,-25.41,-44.84,-16.46,20.27,6.06,59.96,9.75,12.84,-33.83,-9.55,24.54,1.27,-0.64,3.18,8.04,39.80,108.65,29.73,1.97,-5.89,-9.36,-12.65
CAR_qq,,,-23.33,-40.69,,,-11.55,-36.06,,,120.29,-12.53,,,-15.89,19.53,,,25.50,2.12,5.71,-47.33,-24.35,-5.37,80.00,317.67,0.78,5.22,-69.91,11.36,-35.97,21.27,73.96,-8.08,-15.76,-10.43,-37.26,3.21,6.22,9.97,157.40,-11.67,18.04,36.52
CAR_sq,,,-16.80,-53.16,,,-44.29,-10.47,,,72.11,14.93,,,66.36,-18.06,,,82.41,-13.53,-26.26,-23.33,52.58,-36.05,11.68,10.38,34.55,-3.56,-23.37,13.48,-21.09,31.82,5.51,-7.72,-22.58,36.89,10.47,19.40,15.55,-14.88,-13.16,10.20,11.29,-17.97
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,,,,,-71.72,-66.87,-69.23,,-46.83,32.40,137.16,,225.18,15.13,9.40,,-35.17,-0.70,-3.78,,-34.05,-53.07,-58.19,-34.35,399.39,524.97,565.70,51.99,-64.58,-77.81,-73.76,25.27,24.58,67.47,31.32,-43.41,-39.46,-30.62,-18.49,148.38,119.48,158.88,212.75
QR_sy,,,,,,-56.69,-64.84,-70.68,,9.22,147.21,184.56,,3.41,-13.65,6.66,,-9.89,-3.61,-7.14,,16.32,22.05,0.42,-21.72,-5.77,-3.87,-6.53,-11.17,14.79,-16.47,13.16,20.11,-2.74,-24.23,-11.91,-1.22,8.73,63.45,28.04,52.87,-3.05,-15.69,-19.07
QR_qq,,,-22.81,-31.61,,,-9.57,-36.48,,,125.18,13.78,,,-20.28,8.12,,,22.10,4.77,0.18,-48.54,-13.12,-6.65,57.28,291.50,8.72,-0.56,-64.09,-8.75,-31.90,17.57,71.46,-9.26,-8.46,-7.81,-26.11,-2.93,4.92,8.31,125.16,-14.22,23.75,30.85
QR_sq,,,-16.41,-16.99,,,-32.13,-30.78,,,53.61,-20.32,,,28.27,-1.58,,,37.22,-5.19,1.68,-12.07,43.98,-21.99,-20.74,5.85,46.89,-24.16,-24.67,36.79,6.89,2.74,-20.05,10.76,-16.72,19.44,-10.34,21.92,25.18,-6.43,7.05,-22.68,8.86,-10.19
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,,,,,-42.44,-36.67,-52.43,,-38.43,10.27,49.94,,51.07,-17.31,-15.66,,-27.53,-17.82,-16.92,,-35.44,-48.13,-50.34,-47.16,119.24,161.16,153.61,6.77,-59.27,-72.95,-67.72,-12.80,-6.47,31.26,10.12,-17.94,-7.98,3.57,12.07,113.29,72.94,67.66,75.44
CR_sy,,,,,,-5.01,-13.10,-27.45,,7.78,-17.32,-3.05,,-27.63,2.71,-10.59,,9.78,6.25,8.35,,-12.95,29.96,14.26,26.87,4.50,-9.20,-4.12,-7.00,-20.75,-31.60,-1.44,-1.36,41.37,-0.44,-3.52,4.54,-9.11,11.49,-14.00,-13.12,-11.67,-8.69,-1.38
CR_qq,,,-11.00,-2.51,,,-2.08,-26.77,,,75.38,-0.43,,,-4.01,1.55,,,8.85,2.66,4.79,-44.87,-12.54,-1.71,11.50,128.73,4.19,-4.56,-53.06,-12.76,-30.80,13.89,26.82,-6.43,-2.87,-4.45,-5.50,4.93,9.32,3.38,79.86,-14.92,5.98,8.18
CR_sq,,,11.31,-0.49,,,1.82,-16.91,,,-21.89,-2.58,,,10.86,-15.19,,,7.30,-13.52,-11.86,6.44,60.18,-23.97,-2.14,-12.33,39.19,-19.71,-5.08,-25.29,20.14,15.69,-5.00,7.07,-15.39,12.10,2.94,-6.91,3.78,-13.52,3.99,-5.36,7.28,-6.60
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,,,,,-76.15,-72.49,-70.34,,-39.73,50.11,105.36,,170.78,3.39,41.28,,-25.48,11.19,-5.01,,-28.64,-56.99,-60.14,-32.13,438.22,616.99,697.17,33.25,-64.47,-77.43,-73.98,50.43,24.17,63.35,20.65,-56.48,-51.14,-38.39,-24.35,210.33,165.60,195.15,266.39
PP_sy,,,,,,-52.75,-64.53,-38.04,,-20.06,86.58,85.19,,12.82,9.99,-8.49,,-13.49,-9.65,1.25,,0.90,-12.95,-25.27,7.75,7.23,36.13,101.23,-3.26,11.40,-37.73,-27.32,32.86,1.17,-5.55,-10.34,-1.40,25.24,77.49,9.92,4.41,-0.95,-15.82,-1.13
PP_qq,,,-23.33,-40.69,,,-11.55,-36.06,,,120.29,-12.53,,,-15.89,19.53,,,25.50,2.12,5.71,-47.33,-24.35,-5.37,80.00,317.67,0.78,5.22,-69.91,11.36,-35.97,21.27,73.96,-8.08,-15.76,-10.43,-37.26,3.21,6.22,9.97,157.40,-11.67,18.04,36.52
PP_sq,,,-12.86,-46.18,,,-34.59,-5.99,,,52.67,-6.69,,,48.84,-22.37,,,55.44,-13.01,-23.49,-2.47,34.10,-25.33,10.32,-2.94,70.26,10.38,-46.97,11.77,-4.83,28.84,-3.06,-14.89,-11.15,22.31,6.61,8.11,25.91,-24.26,1.27,2.56,7.01,-11.04
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,,,,,-55.63,-47.11,-66.92,,-60.50,,196.45,,385.51,47.37,-31.77,,-51.24,-23.63,-0.48,,-47.76,-42.27,-53.04,-41.34,264.45,334.58,278.50,120.00,-64.95,-79.07,-72.77,-30.01,26.61,82.19,77.81,18.35,19.81,-4.70,-1.30,40.59,23.59,80.67,91.70
RCLR_sy,,,,,,-38.87,-22.88,-61.24,,-22.44,,51.97,,16.80,37.55,91.92,,-30.68,-1.90,-28.72,,45.63,-4.12,-3.32,-16.85,-18.24,-16.73,-19.80,-11.07,30.63,18.32,78.13,28.75,13.95,14.98,-29.73,4.06,-18.78,-31.26,-27.09,0.73,-7.71,60.25,55.83
RCLR_qq,,,-20.91,0.32,,,-5.73,-37.25,,,138.65,86.03,,,-27.56,-13.87,,,13.47,12.23,-13.94,-52.33,25.39,-8.72,7.51,196.19,49.52,-20.50,-37.51,-52.81,-10.70,3.42,60.60,-14.64,28.50,0.94,6.89,-13.59,2.22,4.54,52.26,-24.04,49.43,10.92
RCLR_sq,,,-29.62,5.90,,,-11.22,-46.78,,,4.61,-11.49,,,23.19,23.49,,,74.34,-10.27,13.13,-17.72,14.79,-9.53,-2.70,-19.09,16.91,-12.86,7.89,18.85,5.89,31.19,-22.02,5.19,6.84,-19.83,15.49,-17.91,-9.57,-14.96,59.56,-24.78,57.02,-17.31
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,,,,,-65.48,-65.52,-142.09,,-311.23,34.50,196.29,,121.10,-80.14,-72.03,,-306.30,-328.47,-251.50,,-359.92,-776.04,-1027.27,-1730.22,108.71,110.28,107.92,30.78,-1360.48,-1822.34,-1941.59,-21.52,13.45,52.67,42.84,-5.00,4.80,13.01,12.40,82.55,66.12,72.95,82.82
KP_sy,,,,,,-0.72,-36.06,-40.64,,-21.25,-7.83,-20.33,,-41.36,-41.85,-20.11,,-0.33,26.85,1.17,,-25.35,-15.11,-1.55,101.46,28.98,-5.27,3.31,6.60,-9.43,-49.39,-13.16,-1.39,23.67,115.95,30.15,17.66,48.85,19.49,-45.07,-40.67,-44.24,-36.68,54.38
KP_qq,,,-9.87,-1.01,,,-10.00,-220.86,,,157.31,-13.48,,,-46.06,21.90,,,40.27,19.17,45.06,-1633.81,-13.78,-4.01,10.80,108.25,34.29,-19.86,-879.20,-50.31,-83.49,14.31,48.58,-7.06,-0.35,-3.48,5.55,2.94,8.30,-4.20,81.19,-88.52,26.79,33.83
KP_sq,,,59.11,-5.87,,,2.47,-12.61,,,19.93,-24.47,,,18.93,3.77,,,51.36,-17.24,-52.67,25.91,72.12,-4.02,-3.15,-19.39,26.42,4.68,-0.06,-31.52,-29.36,79.62,13.47,-14.11,23.35,8.26,2.58,8.66,-0.98,-50.23,10.80,2.12,12.45,21.33
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,,,,,-80.38,-78.24,-124.30,,-310.88,-19.92,152.48,,107.23,-83.86,-69.10,,-463.89,-443.49,-299.60,,-503.42,-956.97,-1561.88,-2531.77,105.21,105.61,103.32,70.89,-2165.86,-3541.54,-4212.83,-29.72,53.06,78.48,74.58,-64.11,-98.91,-108.86,-126.71,80.99,70.11,83.86,91.78
PKKO_sy,,,,,,-5.51,-18.69,-20.68,,4.60,20.90,65.62,,-34.66,-45.02,-38.53,,49.67,86.79,-5.36,,-18.06,0.30,2.10,254.54,-22.00,-19.95,-24.76,-30.61,-8.39,-53.27,43.50,-2.89,11.46,74.07,-49.47,-29.99,-30.48,-36.92,23.41,19.96,19.36,14.21,-11.41
PKKO_qq,,,-24.18,-1.89,,,-15.90,-209.57,,,131.93,-28.19,,,-28.72,37.53,,,32.71,20.08,41.78,-1827.35,-17.86,-25.65,7.80,103.81,26.91,-25.60,-908.60,-170.57,-111.42,11.08,74.50,2.08,3.09,-5.05,-64.64,-18.68,-1.75,-14.03,86.20,-86.61,45.04,41.92
PKKO_sq,,,5.68,-9.49,,,-9.06,-11.72,,,5.11,20.95,,,-11.55,35.20,,,10.38,-31.50,-64.10,201.84,35.11,-30.27,24.67,-33.59,38.65,-34.45,14.97,-12.33,-29.27,101.28,-22.20,0.62,10.47,-41.57,7.79,-0.09,0.24,14.31,4.78,-0.58,-4.09,-11.34
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,,,,,269.23,82.56,73.65,89.39,36.13,134.02,79.00,81.86,66.99,-26.34,-19.41,-36.64,-17.75,8.32,-3.44,10.41,-17.62,-24.95,-30.53,-31.48,53.66,64.71,90.12,70.06,-53.98,-54.24,-57.76,-5.46,86.52,102.41,117.53,-32.18,-39.11,-41.22,-41.97,7.11,22.22,47.85,72.07
RN_sy,,,,,,5.91,-12.09,-5.19,26.33,53.31,38.85,15.01,-21.30,-16.96,4.37,3.72,74.83,-3.70,-1.03,15.98,11.20,68.60,86.53,61.32,-17.16,-26.94,-55.46,-52.82,-18.35,22.28,42.32,32.00,9.98,-3.29,-6.37,27.56,36.45,19.04,20.89,-14.27,-10.16,-16.78,-9.11,-8.07
RN_qq,,,103.18,32.46,0.01,37.18,0.46,25.99,9.08,-1.40,72.69,-3.63,10.82,-9.46,-23.83,5.45,-12.88,17.54,0.32,-6.00,-0.39,-12.30,-8.61,-12.98,-1.75,96.68,-2.04,0.44,-12.12,-46.77,-2.60,-7.28,96.66,5.02,5.70,-0.35,-38.69,-5.71,2.04,-1.62,13.17,7.59,23.43,14.50
RN_sq,,,11.71,13.23,-16.17,-0.12,-7.28,22.12,11.70,21.22,-16.03,1.15,-23.56,27.90,5.54,0.52,28.85,-29.55,8.46,17.79,23.54,6.82,19.99,1.87,-36.56,-5.79,-26.84,7.91,9.79,41.08,-14.85,0.08,-8.52,24.06,-17.56,36.35,-2.14,8.22,-16.28,-3.30,2.55,0.25,-8.57,-2.19
CRN,,228000,112000,85000,85000,62000,61000,49000,45000,45000,26000,27000,25000,27000,36000,34000,39000,33000,33000,35000,35000,40000,44000,50000,51000,26000,27000,26000,30000,57000,58000,63000,32000,30000,29000,29000,47000,50000,49000,50000,44000,41000,33000,29000
CRN_yy,,,,,,-72.81,-45.54,-42.35,-47.06,-27.42,-57.38,-44.90,-44.44,-40.00,38.46,25.93,56.00,22.22,-8.33,2.94,-10.26,21.21,33.33,42.86,45.71,-35.00,-38.64,-48.00,-41.18,119.23,114.81,142.31,6.67,-47.37,-50.00,-53.97,46.88,66.67,68.97,72.41,-6.38,-18.00,-32.65,-42.00
CRN_sy,,,,,,-11.64,1.52,3.38,-3.62,-36.43,-46.82,-28.16,-15.02,31.71,45.77,-7.95,-13.81,6.02,3.38,8.64,-12.18,-41.48,-47.66,-37.50,25.55,26.87,82.14,97.27,-1.16,-11.76,-28.92,-23.04,2.35,2.67,10.34,-18.56,-21.84,-15.58,-9.38,14.71,13.97,20.00,14.48,12.18
CRN_qq,,,-50.88,-24.11,,-27.06,-1.61,-19.67,-8.16,,-42.22,3.85,-7.41,8.00,33.33,-5.56,14.71,-15.38,,6.06,,14.29,10.00,13.64,2.00,-49.02,3.85,-3.70,15.38,90.00,1.75,8.62,-49.21,-6.25,-3.33,,62.07,6.38,-2.00,2.04,-12.00,-6.82,-19.51,-12.12
CRN_sq,,,-9.93,-9.89,,16.74,3.49,-8.24,-13.06,,-13.41,23.94,2.84,19.34,-4.17,-21.74,-3.70,46.79,,-17.76,,-2.19,-16.42,-1.79,56.36,-1.16,20.00,6.37,-21.66,-11.76,-3.33,15.17,4.19,-11.49,3.90,,,-4.41,11.54,7.59,-0.64,0.65,6.41,5.42
CPZ,,844000,765000,840000,840000,813000,988000,1139000,1044000,1428000,856000,624000,564000,346000,399000,422000,485000,541000,594000,629000,637000,891000,1123000,1538000,1732000,719000,543000,382000,319000,807000,1236000,1680000,955000,870000,701000,587000,919000,932000,924000,942000,785000,693000,486000,352000
CPZ_yy,,,,,,-3.67,29.15,35.60,24.29,75.65,-13.36,-45.22,-45.98,-75.77,-53.39,-32.37,-14.01,56.36,48.87,49.05,31.34,64.70,89.06,144.52,171.90,-19.30,-51.65,-75.16,-81.58,12.24,127.62,339.79,199.37,7.81,-43.28,-65.06,-3.77,7.13,31.81,60.48,-14.58,-25.64,-47.40,-62.63
CPZ_sy,,,,,,42.03,32.88,88.21,38.20,-16.50,-30.31,-47.24,-26.79,3.05,2.51,7.96,10.31,3.75,3.12,5.83,-2.69,-12.00,8.86,6.34,13.09,-10.61,-2.58,-17.20,-9.98,-8.23,-18.33,-6.73,-13.44,6.33,-1.50,-4.81,8.45,-6.70,-16.46,0.80,-16.71,13.43,12.12,2.11
CPZ_qq,,,-9.36,9.80,,-3.21,21.53,15.28,-8.34,36.78,-40.06,-27.10,-9.62,-38.65,15.32,5.76,14.93,11.55,9.80,5.89,1.27,39.87,26.04,36.95,12.61,-58.49,-24.48,-29.65,-16.49,152.98,53.16,35.92,-43.15,-8.90,-19.43,-16.26,56.56,1.41,-0.86,1.95,-16.67,-11.72,-29.87,-27.57
CPZ_sq,,,14.25,-10.36,,53.32,6.89,26.97,-33.58,-7.36,-10.79,-3.88,-7.84,30.41,-11.26,1.22,-5.83,22.66,-11.81,3.89,-13.41,10.92,9.09,1.49,-7.92,-12.31,18.89,-13.75,0.12,-10.61,5.80,-1.50,-7.09,9.81,-1.99,-4.81,5.85,-5.53,-12.23,14.85,-12.53,28.66,-13.25,4.59
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,,,,,38.33,16.17,31.24,45.10,-8.60,80.69,114.38,118.68,282.42,81.68,40.98,7.01,-28.51,-22.36,-20.96,-11.25,-22.40,-27.13,-40.69,-35.20,93.10,164.14,306.02,363.52,-10.59,-40.79,-60.58,-30.38,76.31,160.49,277.23,3.63,-21.84,-41.05,-58.11,-15.36,-3.45,45.37,128.37
RZ_sy,,,,,,21.86,-16.78,-27.18,-17.51,-36.28,-0.44,9.91,25.34,95.57,70.87,31.25,28.08,-13.01,-1.59,23.78,10.42,-5.76,10.22,20.37,17.02,24.12,33.38,-3.52,23.17,15.01,-35.16,-4.94,-29.67,-10.88,36.70,29.90,32.05,6.38,-1.55,-19.27,-11.47,4.46,3.23,24.94
RZ_qq,,,13.65,-3.70,-1.07,27.75,-4.56,8.79,9.38,-19.53,88.69,29.08,11.58,40.72,-10.35,0.16,-15.31,-6.00,-2.63,1.96,-4.90,-17.81,-8.57,-17.01,3.90,144.95,25.06,27.56,18.61,-52.75,-17.19,-15.06,109.48,19.66,22.35,23.01,-42.46,-9.75,-7.73,-12.58,16.25,2.96,38.93,37.33
RZ_sq,,,-6.79,13.49,-9.79,27.69,-36.35,-0.69,2.19,-1.37,-0.54,9.64,16.54,53.89,-13.11,-15.78,13.73,4.52,-1.69,5.93,1.46,-10.80,14.97,15.69,-1.37,-5.38,23.55,-16.33,25.92,-11.65,-30.34,22.67,-6.84,11.94,6.86,16.57,-5.30,-9.82,-1.11,-4.40,3.84,6.41,-2.28,15.70
CRZ,,2130000,1874000,1945000,1967000,1539000,1613000,1483000,1356000,1685000,893000,692000,620000,440000,491000,491000,579000,616000,633000,621000,653000,794000,868000,1046000,1007000,411000,329000,258000,217000,460000,555000,654000,312000,261000,213000,173000,301000,334000,362000,414000,356000,346000,249000,181000
CRZ_yy,,,,,,-27.75,-13.93,-23.75,-31.06,9.49,-44.64,-53.34,-54.28,-73.89,-45.02,-29.05,-6.61,40.00,28.92,26.48,12.78,28.90,37.12,68.44,54.21,-48.24,-62.10,-75.33,-78.45,11.92,68.69,153.49,43.78,-43.26,-61.62,-73.55,-3.53,27.97,69.95,139.31,18.27,3.59,-31.22,-56.28
CRZ_sy,,,,,,-17.16,20.16,37.31,21.22,55.87,0.48,-9.04,-17.75,-49.00,-41.45,-23.83,-24.21,14.96,1.62,-19.17,-9.56,8.62,-8.75,-16.92,-14.49,-21.30,-25.47,6.23,-19.66,-12.99,54.22,3.00,24.64,12.13,-26.87,-23.31,-12.78,-5.96,1.63,24.44,13.09,-4.28,-3.21,-20.12
CRZ_qq,,,-12.02,3.79,1.13,-21.76,4.81,-8.06,-8.56,24.26,-47.00,-22.51,-10.40,-29.03,11.59,,17.92,6.39,2.76,-1.90,5.15,21.59,9.32,20.51,-3.73,-59.19,-19.95,-21.58,-15.89,111.98,20.65,17.84,-52.29,-16.35,-18.39,-18.78,73.99,10.96,8.38,14.36,-14.01,-2.81,-28.03,-27.31
CRZ_sq,,,7.27,-11.84,10.83,-20.97,55.60,0.75,-2.16,1.62,0.31,-8.79,-11.53,-36.99,15.16,,-11.97,-4.42,1.79,-5.62,-1.51,14.79,-14.48,-14.07,1.38,5.65,-19.01,22.47,-23.33,14.41,43.55,-18.20,-7.22,2.93,-6.38,-14.22,5.53,10.97,1.18,5.03,-4.09,-6.08,2.31,-13.33
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,,,,,82.95,33.01,33.41,45.45,-0.62,72.85,91.08,94.14,198.26,66.24,35.99,6.90,-19.41,-14.77,-15.11,-5.99,-21.61,-24.58,-35.62,-32.62,78.97,112.83,176.28,197.53,-31.28,-43.76,-54.92,-24.52,66.36,108.00,166.35,-1.84,-12.02,-22.83,-35.65,-1.97,-3.28,21.45,48.69
RMO_sy,,,,,,-17.35,-8.75,-26.99,-6.24,-19.79,43.46,59.61,44.09,52.72,15.04,-13.08,-12.54,-13.59,-5.16,7.24,14.02,-0.78,-11.75,5.97,-4.70,4.60,5.27,-7.28,-1.28,21.01,19.83,35.38,0.78,-4.34,-2.98,-16.25,12.72,-3.00,4.17,4.97,6.12,10.98,14.00,12.96
RMO_qq,,,30.74,10.86,0.04,26.18,-4.95,11.19,9.08,-13.79,65.32,22.92,10.82,32.44,-7.85,0.55,-12.88,-0.16,-2.55,0.15,-3.52,-16.74,-6.25,-14.50,0.97,121.14,11.48,10.99,8.74,-48.92,-8.77,-11.03,82.05,12.58,14.07,13.93,-32.91,0.90,0.05,-4.98,2.19,-0.44,25.63,16.33
RMO_sq,,,-37.20,27.69,-8.82,13.05,-30.67,2.16,17.09,-3.28,24.00,13.66,5.70,2.52,-6.59,-14.12,6.35,1.29,2.52,-2.89,13.06,-11.85,-8.82,16.61,1.67,-3.24,-8.24,2.71,8.25,18.61,-9.14,16.04,-19.41,12.58,-7.84,0.16,8.47,-3.13,-1.02,0.93,9.66,1.31,1.67,0.01
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,,,,,111.35,39.84,26.55,37.89,-8.48,63.90,65.13,67.80,120.07,8.59,-8.84,-28.33,-43.08,-30.16,-22.69,-12.98,-16.07,-18.02,-30.27,-26.46,62.22,77.58,116.24,106.90,-39.80,-41.69,-45.54,0.07,84.54,89.54,90.23,-36.43,-42.39,-45.30,-45.55,-2.78,6.17,35.09,51.70
RMT_sy,,,,,,-69.47,-74.87,-71.98,-72.39,-25.41,13.86,2.33,5.95,-25.22,31.59,18.27,19.27,97.20,6.40,10.69,2.97,-6.87,-15.54,-8.20,-16.06,3.84,-8.29,-12.68,6.73,-25.01,-19.01,-2.12,19.66,31.67,39.13,23.45,0.76,33.26,26.15,17.42,-2.86,25.23,-16.04,15.35
RMT_qq,,,34.65,18.63,0.07,32.21,-10.91,7.36,9.04,-12.25,59.54,8.17,10.81,15.08,-21.27,-9.20,-12.88,-8.61,-3.40,0.51,-1.93,-11.86,-5.64,-14.51,3.42,94.44,3.30,4.10,-1.04,-43.43,0.06,-2.77,81.82,4.32,2.77,-2.41,-39.24,-5.46,-2.43,-2.84,8.48,3.25,24.15,9.10
RMT_sq,,,-7.86,-1.38,2.51,-67.23,-24.16,10.00,1.01,-11.47,15.76,-1.14,4.58,-37.52,103.70,-11.15,5.47,3.31,9.90,-7.56,-1.89,-6.56,-0.33,0.47,-10.29,15.59,-11.98,-4.33,9.64,-18.78,-4.93,15.63,34.04,-10.63,0.46,2.59,9.40,18.19,-4.90,-4.51,-9.49,52.37,-36.24,31.19
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,,,,,76.05,37.34,46.63,59.97,5.40,71.43,63.14,65.71,132.22,19.90,0.85,-20.74,-37.12,-23.81,-15.36,-4.94,-12.96,-17.15,-31.29,-27.80,66.12,84.96,128.05,123.55,-38.40,-42.78,-48.82,-8.61,76.06,90.53,104.86,-28.87,-35.76,-40.38,-43.07,-1.99,4.76,33.01,51.38
RM_sy,,,,,,-41.35,-29.40,-17.87,5.02,-14.18,14.06,-7.03,5.09,4.27,-7.16,-11.96,-2.23,33.47,36.40,64.67,20.60,-12.03,-21.92,-21.52,-12.08,18.32,-12.73,-22.41,6.42,-4.83,8.59,43.69,5.92,5.32,34.50,26.07,5.30,31.88,9.44,-15.98,-17.64,4.29,1.44,32.80
RM_qq,,,24.86,8.64,,29.78,-2.60,15.99,9.10,-14.49,58.42,10.39,10.82,19.83,-18.20,-7.16,-12.91,-4.94,-0.88,3.13,-2.18,-12.96,-5.66,-14.46,2.79,100.28,5.04,5.46,0.76,-44.82,-2.42,-5.67,79.92,6.31,5.59,1.43,-37.53,-3.99,-2.01,-3.14,7.55,2.62,24.42,10.23
RM_sq,,,-20.68,-5.00,,-0.93,-4.51,10.52,0.44,-19.04,26.91,-9.91,13.54,-19.68,13.01,-14.58,26.09,9.66,15.49,3.13,-7.66,-20.01,2.50,3.66,3.45,7.64,-24.40,-7.84,41.90,-3.74,-13.73,21.94,4.60,-4.29,10.17,14.30,-12.63,19.86,-8.57,-12.25,-14.35,51.77,-11.07,14.88
COP,,2358000,1986000,2030000,2052000,1601000,1674000,1532000,1401000,1730000,919000,719000,645000,467000,527000,525000,618000,649000,666000,656000,688000,834000,912000,1096000,1058000,437000,356000,284000,247000,517000,613000,717000,344000,291000,242000,202000,348000,384000,411000,464000,400000,387000,282000,210000
COP_yy,,,,,,-32.10,-15.71,-24.53,-31.73,8.06,-45.10,-53.07,-53.96,-73.01,-42.66,-26.98,-4.19,38.97,26.38,24.95,11.33,28.51,36.94,67.07,53.78,-47.60,-60.96,-74.09,-76.65,18.31,72.19,152.46,39.27,-43.71,-60.52,-71.83,1.16,31.96,69.83,129.70,14.94,0.78,-31.39,-54.74
COP_sy,,,,,,-23.23,15.35,36.50,23.50,63.05,2.45,-7.91,-19.99,-47.72,-37.52,-24.98,-18.01,15.52,1.41,-9.38,-18.36,27.28,14.08,8.05,8.55,-27.38,-21.11,-16.32,-8.54,-6.57,6.36,-0.85,17.83,-6.44,-21.52,-18.25,-27.51,-4.08,8.61,26.43,-0.42,-0.80,-14.88,-28.55
COP_qq,,,-15.78,2.22,1.08,-21.98,4.56,-8.48,-8.55,23.48,-46.88,-21.76,-10.29,-27.60,12.85,-0.38,17.71,5.02,2.62,-1.50,4.88,21.22,9.35,20.18,-3.47,-58.70,-18.54,-20.22,-13.03,109.31,18.57,16.97,-52.02,-15.41,-16.84,-16.53,72.28,10.34,7.03,12.90,-13.79,-3.25,-27.13,-25.53
COP_sq,,,4.44,-14.46,10.10,-21.95,56.92,1.23,-0.38,3.04,-1.40,-9.02,-13.44,-32.67,17.84,9.23,-5.40,-5.13,3.45,-2.39,-14.78,47.91,-7.28,-7.54,-14.39,-1.05,0.72,-1.93,-6.43,1.08,14.66,-8.58,11.20,-19.73,-3.82,-4.77,-1.39,6.21,8.90,10.85,-22.33,5.81,-6.56,-6.95
CSP,,1514000,1221000,1190000,1212000,788000,686000,393000,357000,302000,63000,95000,81000,121000,128000,103000,133000,108000,72000,27000,51000,-57000,-211000,-442000,-674000,-282000,-187000,-98000,-72000,-290000,-623000,-963000,-611000,-579000,-459000,-385000,-571000,-548000,-513000,-478000,-385000,-306000,-204000,-142000
CSP_yy,,,,,,-47.95,-43.82,-66.97,-70.54,-61.68,-90.82,-75.83,-77.31,-59.93,103.17,8.42,64.20,-10.74,-43.75,-73.79,-61.65,-152.78,-393.06,-1737.04,-1421.57,-394.74,11.37,77.83,89.32,-2.84,-233.16,-882.65,-748.61,-99.66,26.32,60.02,6.55,5.35,-11.76,-24.16,32.57,44.16,60.23,70.29
CSP_sy,,,,,,82.35,30.89,27.75,12.07,-5.38,-16.59,-28.86,-38.02,-16.48,-12.18,-4.26,-5.63,-11.82,-13.56,-22.34,-22.22,54.97,6.92,-15.73,-0.96,-45.12,-32.87,-11.09,-10.01,2.04,19.02,21.11,10.05,22.44,-20.95,-37.21,-28.04,-27.59,13.11,41.88,21.15,-17.29,-24.88,-33.52
CSP_qq,,,-19.35,-2.54,1.85,-34.98,-12.94,-42.71,-9.16,-15.41,-79.14,50.79,-14.74,49.38,5.79,-19.53,29.13,-18.80,-33.33,-62.50,88.89,-211.76,-270.18,-109.48,-52.49,58.16,33.69,47.59,26.53,-302.78,-114.83,-54.57,36.55,5.24,20.73,16.12,-48.31,4.03,6.39,6.82,19.46,20.52,33.33,30.39
CSP_sq,,,60.29,22.32,15.00,-19.13,15.05,19.39,0.88,-31.72,1.42,1.82,-12.10,-7.98,6.63,11.00,-13.36,-14.01,4.53,-0.28,-13.23,71.32,-27.88,-21.40,1.98,-5.06,-11.79,4.11,3.21,7.66,2.89,5.94,-6.22,19.78,-33.58,-15.85,7.47,20.54,3.76,5.56,-8.24,-17.71,-5.76,-6.59
