,2006/Q4,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,1520.63,,,,-91.11,-94.42,-81.27,,-19.94,-68.59,-46.57,,-60.35,-11.52,-58.16,,-2.48,78.12,39.41,,-17.80,-29.86,-26.75,-4.36,-43.71,-41.46,-62.03,-49.01,-50.92,-53.41,18.03,-17.51,88.81,47.97,-28.24,58.02,-79.05,-83.52,-70.97,-89.55,-18.87,,253.33
CAR_sy,,232.58,,,,-70.05,-44.73,-50.34,,-19.42,-3.64,-5.36,,-26.65,-7.44,-3.82,,26.32,53.32,25.82,,40.90,-21.05,25.64,43.97,-16.91,-20.37,-40.94,-52.03,-15.23,-7.40,-6.16,43.10,-3.79,3.49,-3.28,11.42,26.45,64.92,34.68,6.07,-3.45,,36.97
CAR_qq,,,8.57,-51.60,,,-31.85,62.51,,,-73.26,176.47,,,-40.33,30.75,,,8.98,2.33,-19.91,-7.97,-7.01,6.87,4.56,-45.83,-3.30,-30.68,40.44,-47.86,-8.21,75.61,-1.85,19.34,-28.06,-14.84,116.13,-84.18,-43.40,50.00,-22.22,22.86,-30.23,430.00
CAR_sq,,,-66.72,10.28,,,-38.58,-0.93,,,-26.55,-2.69,,,-7.32,1.11,,,12.50,-17.03,-16.06,79.83,-36.96,32.04,-3.81,3.78,-39.58,-2.08,-21.86,83.38,-34.00,-0.78,19.16,23.29,-29.00,-7.27,37.27,39.93,-7.41,-24.27,8.10,27.37,-26.16,34.71
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,370.65,,,,-81.73,-84.29,-72.51,,-25.23,-28.83,-18.60,,-23.75,-18.73,-29.26,,-4.78,11.88,-8.30,,-31.32,-18.62,-3.49,12.64,13.85,-9.67,-2.33,-1.67,-10.36,-8.80,-8.83,1.47,-25.28,-32.49,-48.96,-28.25,-21.18,17.63,15.75,-29.36,-63.49,-68.47,-63.96
QR_sy,,35.57,,,,-38.97,-28.22,-24.06,,6.72,4.30,-4.07,,-1.79,0.98,-6.53,,8.61,14.54,24.57,,9.95,3.89,-5.41,9.64,-10.62,-7.30,-1.41,-6.91,-3.81,2.65,-2.65,-3.45,-5.74,-6.43,-7.09,-5.82,2.06,11.04,1.39,8.83,2.30,-2.70,1.94
QR_qq,,,16.03,-42.97,,,-0.22,-0.22,,,-5.03,14.12,,,1.22,-0.66,,,18.94,-18.58,-22.60,-8.36,40.93,-3.45,-9.68,-7.37,11.81,4.40,-9.06,-15.55,13.75,4.37,1.21,-37.82,2.78,-21.09,42.27,-31.69,53.39,-22.35,-13.17,-64.70,32.48,-11.24
QR_sq,,,-15.77,5.79,,,-0.94,11.93,,,-3.18,2.95,,,-0.45,-4.71,,,4.99,3.63,-2.37,3.51,-0.80,-5.64,13.17,-15.62,2.89,0.35,6.85,-12.81,9.80,-4.83,5.97,-14.88,8.99,-5.50,7.42,-7.75,18.57,-13.71,15.30,-13.29,12.78,-9.59
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,321.64,,,,-75.42,-76.25,-58.79,,-16.43,-20.11,-26.06,,-30.79,-31.81,-22.33,,-7.27,5.63,-9.81,,-16.69,-19.46,-15.57,-13.30,-7.98,-11.70,-12.68,-13.39,-16.42,-16.80,-10.30,-8.87,-25.88,-23.94,-38.48,-26.96,-32.57,-28.16,-33.84,-48.89,-67.39,-63.72,-62.78
CR_sy,,22.01,,,,-29.29,-18.97,8.67,,17.77,9.64,-20.84,,-24.16,-19.59,-2.67,,10.60,11.84,14.15,,6.96,3.55,3.19,8.18,-4.41,-2.30,-10.22,0.58,7.86,9.28,0.96,-5.97,-10.04,-3.03,-1.86,5.55,0.15,-0.31,1.85,-4.48,4.13,-3.15,2.31
CR_qq,,,-0.26,-40.71,,,-3.64,2.88,,,-7.88,-4.78,,,-9.24,8.46,,,3.38,-7.40,-4.24,-9.12,-0.05,-2.93,-1.66,-3.55,-4.09,-4.01,-2.46,-6.93,-4.53,3.50,-0.90,-24.30,-2.03,-16.28,17.65,-30.12,4.38,-22.90,-9.12,-55.41,16.12,-20.90
CR_sq,,,-13.65,-10.50,,,-1.05,20.03,,,-7.88,-13.34,,,-2.33,4.89,,,-1.23,7.06,-6.43,8.10,-4.38,6.69,-1.90,-4.48,-2.27,-1.96,9.90,2.44,-0.99,-9.43,2.36,-1.99,6.73,-8.33,10.09,-7.02,6.24,-6.34,3.24,1.36,-1.18,-1.07
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,1536.34,,,,-90.97,-94.22,-80.77,,-14.36,-60.23,-43.98,,-46.08,4.24,-47.53,,-3.31,63.72,51.16,,-24.52,-29.51,-20.55,13.45,-5.29,-11.20,-32.18,-24.46,-21.69,-18.65,2.09,-8.68,-34.83,-46.71,-58.92,-18.83,-82.19,-76.49,-78.73,-91.44,-24.56,-49.15,238.30
PP_sy,,415.70,,,,-76.19,-54.20,-50.22,,-5.66,-12.00,13.90,,-30.29,20.44,-37.88,,-10.87,-4.61,32.38,,37.13,0.68,25.00,26.81,28.86,-12.91,-28.99,-27.48,-19.17,-0.26,19.78,-11.47,-11.09,12.24,19.25,51.26,12.17,73.60,-22.33,-26.63,10.38,-30.07,28.39
PP_qq,,,8.45,-51.48,,,-30.60,61.48,,,-67.78,127.49,,,-37.71,14.51,,,5.47,5.73,-28.53,-5.29,-1.51,19.17,2.06,-20.93,-7.66,-8.98,13.66,-18.03,-4.07,14.23,1.67,-41.50,-21.56,-11.95,100.90,-87.16,3.51,-20.34,-19.15,13.16,-30.23,430.00
PP_sq,,,-68.06,-9.09,,,-38.56,-1.19,,,-42.69,27.90,,,-0.98,-34.02,,,5.98,-8.44,10.36,28.06,-22.19,13.68,11.95,30.13,-47.41,-7.31,14.33,45.04,-35.11,11.31,-15.49,45.66,-18.09,18.26,7.20,8.02,26.77,-47.09,1.25,62.51,-19.69,-2.84
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,193.66,,,,-73.71,-77.00,-67.92,,-29.94,-22.75,-10.84,,-16.01,-23.36,-26.69,,-5.16,3.58,-18.82,,-33.19,-16.78,2.09,12.84,19.19,-9.33,2.96,3.20,-8.83,-9.87,-10.55,3.85,-22.21,-31.18,-48.28,-31.26,-19.16,13.39,24.49,-19.16,-61.85,-72.34,-74.04
RCLR_sy,,7.54,,,,-18.30,-25.33,-5.09,,7.67,14.73,-11.21,,-3.63,-0.35,9.27,,9.56,5.76,17.67,,18.91,10.50,-1.27,11.60,-9.87,-13.93,-15.64,-17.04,-16.28,-5.81,0.65,6.61,5.26,-0.41,-9.88,-12.88,-10.72,-9.85,4.94,1.01,5.27,9.20,-6.84
RCLR_qq,,,22.14,-36.82,,,6.82,-11.87,,,17.78,1.72,,,7.47,-2.70,,,17.37,-23.74,-19.73,-7.00,46.19,-6.45,-11.28,-1.77,11.21,6.23,-11.07,-13.22,9.95,5.42,3.25,-34.99,-2.73,-20.78,37.23,-23.55,36.43,-13.03,-10.88,-63.92,-1.09,-18.37
RCLR_sq,,,12.05,-7.56,,,2.42,17.49,,,9.13,-9.08,,,12.84,-0.30,,,8.93,10.94,-3.28,1.74,1.22,-0.88,9.33,-17.83,-3.34,-2.85,7.52,-17.08,8.75,3.81,13.89,-18.12,2.89,-6.06,10.09,-16.09,3.89,9.35,5.97,-12.55,7.76,-6.72
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,104.33,,,,-48.88,-48.82,-39.19,,-21.78,-30.42,-32.45,,-61.11,-75.75,-60.66,,-38.16,45.80,-51.82,,-138.64,-129.84,-188.78,-301.90,-141.67,-217.54,-132.42,-125.00,-116.70,-92.54,-51.18,-36.90,-100.17,-77.62,-172.56,-86.45,-36.95,-26.78,-37.81,-80.33,-169.60,-177.09,-181.47
KP_sy,,-9.22,,,,-26.59,-23.32,-2.72,,5.99,29.63,-26.09,,-36.02,-53.91,-26.14,,38.28,59.29,48.11,,2.30,19.13,6.55,9.04,-0.50,-16.06,-20.01,-4.37,4.86,5.86,10.21,-14.98,-10.77,6.88,6.36,26.99,5.53,1.39,-6.47,-9.94,3.43,-8.43,3.86
KP_qq,,,-1.06,-13.23,,,-0.96,3.09,,,-11.90,0.09,,,-45.07,62.40,,,29.49,-46.34,-48.78,-208.57,,-59.65,-16.48,-29.95,-31.40,-16.85,-12.77,-25.16,-16.75,8.25,-2.11,-83.00,-3.60,-40.79,30.15,-34.41,4.09,-53.04,8.60,-100.96,1.43,-55.46
KP_sq,,,-4.44,-3.59,,,-0.18,22.32,,,22.09,-30.26,,,-12.05,11.75,,,1.31,3.91,-1.36,-1.48,,-7.06,0.94,-10.10,-0.47,-11.44,20.68,-1.42,0.48,-7.80,-6.91,3.47,20.35,-8.25,11.14,-14.01,15.63,-15.36,7.01,-1.24,2.36,-3.99
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,19.16,,,,-25.63,-27.45,-24.67,,-30.95,-36.18,-43.71,,-55.40,-74.57,-54.59,,-35.34,70.69,-39.55,,-142.44,-129.81,-188.47,-271.48,-123.01,-237.74,-141.67,-176.13,-181.78,-143.09,-100.29,-64.33,-92.21,-67.84,-140.08,-92.55,-137.19,-353.18,1333.24,3520.59,-976.15,4087.08,2485.95
PKKO_sy,,32.46,,,,-36.17,-25.38,-53.10,,37.25,64.26,71.17,,-20.19,-54.70,-24.65,,-36.96,22.58,7.72,,2.80,-10.60,-13.90,36.58,-0.54,-5.49,-9.54,-18.57,7.35,14.96,-3.85,-13.61,0.39,-6.73,21.25,51.52,22.51,12.02,27.25,-13.74,-0.50,21.17,-10.52
PKKO_qq,,,0.03,-3.57,,,-2.41,0.13,,,-9.81,-11.68,,,-48.57,57.72,,,35.75,-44.14,-43.93,-199.81,4.64,-65.76,-8.69,-29.81,-44.43,-18.61,-24.19,-32.46,-24.59,2.27,-1.89,-54.93,-8.80,-39.79,18.28,-90.84,-107.88,480.40,126.66,-160.04,870.19,146.72
PKKO_sq,,,-12.67,4.67,,,2.09,-34.22,,,22.19,-31.45,,,-30.65,14.03,,,34.84,0.20,-11.42,-14.11,17.27,-3.49,40.51,-37.45,11.44,-7.64,26.49,-17.54,19.33,-22.75,13.66,-4.18,10.86,0.42,42.04,-22.53,1.37,14.07,-3.71,-10.63,23.45,-15.76
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,101.69,,,,-22.41,-24.98,-9.04,-0.91,12.78,20.89,16.22,12.88,-2.10,-2.65,-4.55,-5.54,5.69,-1.40,-5.33,-9.06,-10.54,-0.82,0.35,2.33,-2.86,-9.56,-7.31,-13.23,-11.38,-9.40,-11.95,-9.16,-7.41,-6.22,2.22,-12.35,-44.32,-66.39,-103.42,-93.46,-46.96,-52.56,763.97
RN_sy,,-5.02,,,,-3.75,-5.97,5.72,-1.93,-0.97,4.04,0.33,14.83,7.34,9.83,9.90,4.80,-0.71,1.00,-7.61,-12.89,-1.81,-2.73,2.99,7.78,-4.49,-2.69,0.15,0.96,3.52,-1.12,-4.79,-12.12,-15.40,0.20,7.41,18.52,26.22,14.52,-1.56,-7.67,-9.10,-11.50,-0.39
RN_qq,,,-2.40,-12.97,-1.80,-6.98,-5.64,5.53,6.97,5.87,1.15,1.45,3.90,-8.18,0.58,-0.53,2.83,2.74,-6.18,-4.49,-1.22,1.07,4.01,-3.36,0.73,-4.06,-3.16,-0.95,-5.71,-2.01,-1.00,-3.74,-2.72,-0.12,0.27,4.92,-16.59,-36.55,-39.48,-110.68,259.46,414.45,-45.87,49.53
RN_sq,,,-5.41,-7.46,0.56,9.36,-7.60,4.04,-6.72,10.43,-2.92,0.33,6.76,3.23,-0.67,0.40,1.81,-2.21,1.04,-8.15,-4.02,10.23,0.10,-2.75,0.44,-2.32,1.98,0.09,1.25,0.17,-2.59,-3.62,-6.56,-3.56,15.37,3.31,3.11,2.70,4.68,-11.20,-3.28,1.10,1.92,-0.05
CRN,133000,66000,68000,78000,79000,85000,90000,85000,80000,75000,75000,74000,71000,77000,77000,77000,75000,73000,78000,81000,82000,82000,78000,81000,81000,84000,87000,87000,93000,95000,96000,99000,102000,102000,102000,97000,117000,184000,303000,-2841000,1781000,346000,640000,428000
CRN_yy,,-50.38,,,,28.79,32.35,8.97,1.27,-11.76,-16.67,-12.94,-11.25,2.67,2.67,4.05,5.63,-5.19,1.30,5.19,9.33,12.33,,,-1.22,2.44,11.54,7.41,14.81,13.10,10.34,13.79,9.68,7.37,6.25,-2.02,14.71,80.39,197.06,-3028.87,1422.22,88.04,111.22,115.07
CRN_sy,,4.76,,,,4.55,5.71,-5.96,2.67,,-4.05,,-12.99,-6.52,-8.45,-8.45,-5.22,0.78,-1.54,7.69,15.75,2.31,,,-7.48,3.76,3.03,,-1.47,-2.90,1.47,5.15,14.18,17.91,-0.72,-6.29,-15.69,-20.25,-12.41,-6.72,7.75,9.52,13.33,8.00
CRN_qq,,,3.03,14.71,1.28,7.59,5.88,-5.56,-5.88,-6.25,,-1.33,-4.05,8.45,,,-2.60,-2.67,6.85,3.85,1.23,,-4.88,3.85,,3.70,3.57,,6.90,2.15,1.05,3.12,3.03,,,-4.90,20.62,57.26,64.67,-1037.62,162.69,-80.57,84.97,-33.12
CRN_sq,,,6.06,7.86,-0.66,-8.00,7.25,-4.05,8.45,-10.39,,,-5.63,-3.73,,,-2.31,2.36,-1.54,9.38,5.00,,-0.75,3.03,,1.47,-1.45,,-1.47,,2.99,3.62,6.99,,,-2.19,-3.73,-2.33,-4.76,4.17,11.20,-0.72,-1.45,-0.74
CPZ,155000,56000,37000,32000,33000,67000,104000,128000,120000,127000,138000,140000,135000,160000,173000,190000,185000,183000,193000,216000,237000,257000,261000,268000,258000,259000,275000,276000,290000,302000,313000,335000,341000,359000,389000,436000,595000,978000,1602000,-13775000,9156000,2190000,5488000,5165000
CPZ_yy,,-63.87,,,,19.64,181.08,300.00,263.64,89.55,32.69,9.38,12.50,25.98,25.36,35.71,37.04,14.38,11.56,13.68,28.11,40.44,35.23,24.07,8.86,0.78,5.36,2.99,12.40,16.60,13.82,21.38,17.59,18.87,24.28,30.15,74.49,172.42,311.83,-3259.40,1438.82,123.93,242.57,137.50
CPZ_sy,,-7.29,,,,3.93,25.00,46.29,49.40,29.73,-1.67,-13.28,-13.71,-13.33,-14.41,-10.81,-9.81,-14.42,-11.39,-8.08,-0.52,2.81,-5.03,-3.30,-3.12,-9.84,5.88,3.98,2.15,17.58,8.33,8.74,5.79,4.64,1.03,3.52,2.49,2.46,8.63,-5.34,3.88,-0.48,-3.74,5.13
CPZ_qq,,,-33.93,-13.51,3.12,103.03,55.22,23.08,-6.25,5.83,8.66,1.45,-3.57,18.52,8.12,9.83,-2.63,-1.08,5.46,11.92,9.72,8.44,1.56,2.68,-3.73,0.39,6.18,0.36,5.07,4.14,3.64,7.03,1.79,5.28,8.36,12.08,36.47,64.37,63.80,-959.86,166.47,-76.08,150.59,-5.89
CPZ_sq,,,7.87,-8.85,-5.14,11.45,29.73,6.67,-3.12,-3.23,-1.67,-5.93,-3.60,-2.80,-2.88,-1.98,-2.53,-7.77,0.56,1.68,5.49,-4.69,-7.10,3.53,5.68,-11.29,9.09,1.67,3.83,2.11,0.52,2.05,1.01,1.00,-2.96,4.57,,0.97,2.88,-8.88,9.74,-3.27,-0.48,-0.49
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,79.74,,,,-20.60,-35.92,-40.77,-34.46,-20.66,-5.90,21.93,18.35,10.63,20.87,4.11,-5.01,-0.58,-13.21,-15.72,-22.33,-19.26,-6.19,3.44,33.55,35.54,18.15,19.80,2.42,-2.67,3.52,-3.92,1.52,12.23,9.70,10.11,-17.22,-51.79,-65.70,-112.70,-101.72,29.11,-81.30,188.35
RZ_sy,,-5.04,,,,4.44,-2.46,-16.80,-32.50,-28.92,-10.78,3.88,34.18,8.23,-4.83,-12.47,-11.54,4.34,11.61,13.37,12.81,11.25,2.76,9.75,8.39,8.94,12.08,5.18,-5.41,-5.86,-2.89,0.68,0.93,-0.73,-6.93,-6.57,-8.40,-9.21,-1.47,-1.11,-8.44,-2.15,-3.59,-2.41
RZ_qq,,,2.63,-6.60,-0.73,-16.57,-17.17,-13.67,9.86,1.00,-1.77,11.87,6.63,-5.59,7.32,-3.64,-2.72,-1.18,-6.31,-6.43,-10.35,2.73,8.85,3.18,15.75,4.26,-5.11,4.62,-1.05,-0.91,0.92,-2.90,4.56,9.54,-1.36,-2.54,-21.39,-36.21,-29.81,-136.08,89.37,4894.86,-89.84,70.48
RZ_sq,,,-7.49,4.26,6.41,1.77,-13.61,-11.07,-13.67,7.17,8.43,3.54,11.52,-13.55,-4.66,-4.77,12.70,1.97,1.99,-3.28,12.15,0.57,-5.80,3.30,10.76,1.07,-3.08,-3.06,-0.39,0.60,-0.03,0.51,-0.15,-1.05,-6.27,0.89,-2.11,-1.92,1.71,1.26,-9.36,4.81,0.22,2.50
CRZ,242000,134000,131000,140000,141000,169000,204000,237000,215000,213000,217000,194000,182000,193000,180000,186000,192000,194000,207000,221000,247000,240000,221000,214000,185000,177000,187000,179000,180000,182000,180000,186000,178000,162000,164000,169000,215000,337000,480000,-1329000,-12509000,261000,2565000,1505000
CRZ_yy,,-44.63,,,,26.12,55.73,69.29,52.48,26.04,6.37,-18.14,-15.35,-9.39,-17.05,-4.12,5.49,0.52,15.00,18.82,28.65,23.71,6.76,-3.17,-25.10,-26.25,-15.38,-16.36,-2.70,2.82,-3.74,3.91,-1.11,-10.99,-8.89,-9.14,20.79,108.02,192.68,-886.39,-5918.14,-22.55,434.38,213.24
CRZ_sy,,5.74,,,,-3.88,2.86,23.13,49.21,41.13,13.19,-6.06,-26.06,-8.00,3.68,15.48,12.23,-4.35,-11.24,-12.85,-10.26,-10.39,-6.67,-12.82,-8.57,-7.97,-6.43,-0.74,6.25,5.51,3.05,-0.74,-0.74,0.75,7.41,7.46,9.63,11.85,2.07,-5.56,,1.32,3.38,9.56
CRZ_qq,,,-2.24,6.87,0.71,19.86,20.71,16.18,-9.28,-0.93,1.88,-10.60,-6.19,6.04,-6.74,3.33,3.23,1.04,6.70,6.76,11.76,-2.83,-7.92,-3.17,-13.55,-4.32,5.65,-4.28,0.56,1.11,-1.10,3.33,-4.30,-8.99,1.23,3.05,27.22,56.74,42.43,-376.87,-841.23,102.09,882.76,-41.33
CRZ_sq,,,8.53,-4.29,-5.97,-1.59,16.13,14.58,13.94,-6.91,-6.86,-4.91,-10.32,15.83,4.97,5.92,-12.85,-1.28,-2.60,4.00,-10.26,-1.43,1.45,-2.86,-5.88,-0.78,3.15,3.05,0.74,-1.47,0.75,-0.74,0.75,,7.41,-0.69,2.78,2.03,-1.99,-8.11,8.82,3.38,,-2.61
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,77.38,,,,-26.71,-24.57,-15.75,-8.22,-2.14,4.40,16.39,13.06,8.85,14.58,2.96,1.89,8.84,-3.12,-8.42,-17.28,-22.83,-14.09,-5.49,9.59,15.66,8.10,9.53,0.37,-0.85,3.04,-3.83,-1.93,-0.83,-3.44,1.43,-19.02,-48.26,-65.18,-104.41,-89.86,-15.06,-33.39,808.90
RMO_sy,,1.46,,,,-13.05,-5.38,-4.06,-25.54,-7.42,-25.24,-22.10,8.23,-0.83,21.88,25.93,26.01,21.22,10.84,-2.49,-11.48,-3.53,2.67,4.01,4.48,-9.91,1.35,12.25,11.83,10.48,4.12,-3.17,-6.53,-3.23,-1.70,1.46,4.06,2.96,-0.70,-3.36,-2.74,-6.08,-0.85,-3.95
RMO_qq,,,-9.22,-12.71,-1.80,-5.82,-6.56,-2.51,6.97,0.43,-0.32,8.70,3.91,-3.31,4.93,-2.33,2.83,3.28,-6.60,-7.68,-7.12,-3.65,3.98,1.57,7.71,1.68,-2.82,2.92,-1.30,0.45,0.99,-3.95,0.65,1.57,-1.67,0.90,-19.63,-35.11,-33.83,-112.77,284.92,443.39,-48.11,35.96
RMO_sq,,,-9.98,-1.11,2.36,-4.58,-2.03,0.27,-20.56,18.64,-20.89,4.47,10.37,8.72,-2.78,7.95,10.44,4.58,-11.10,-5.04,0.26,13.98,-5.38,-3.80,0.71,-1.73,6.44,6.56,0.33,-2.91,0.31,-0.91,-3.15,0.52,1.89,2.28,-0.67,-0.53,-1.73,-0.46,-0.03,-3.94,3.73,-3.57
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,133.27,,,,-30.32,-40.84,-39.19,-33.75,-19.74,-11.70,3.07,0.11,-7.46,-3.08,-22.97,-23.77,-15.06,-18.34,-12.42,-21.40,-26.45,-23.73,-20.83,-14.26,-10.74,-15.50,-16.45,-22.95,-24.62,-21.92,-22.17,-16.75,-13.69,-14.38,-13.80,-35.06,-60.24,-74.95,-102.93,-94.02,-50.53,-60.62,560.75
RMT_sy,,-15.05,,,,-17.42,-13.06,-17.97,-24.77,-28.16,-23.53,-17.72,-2.93,3.93,11.41,21.22,17.75,15.95,19.47,12.24,9.27,10.54,-1.90,-4.07,-12.28,-16.11,-8.61,-11.44,-5.78,-4.39,-3.82,0.17,-1.91,-5.81,-8.54,-10.23,-11.60,-2.51,1.31,8.20,14.58,13.06,16.54,6.77
RMT_qq,,,-0.64,-9.89,-1.80,-20.74,-15.64,-7.37,6.98,-3.99,-7.19,8.12,3.90,-11.25,-2.79,-14.07,2.83,-1.12,-6.54,-7.84,-7.71,-7.48,-3.08,-4.33,-0.06,-3.67,-8.25,-5.41,-7.84,-5.76,-4.96,-5.71,-1.42,-2.30,-5.72,-5.07,-25.74,-40.17,-40.61,-111.10,251.61,395.04,-52.72,29.85
RMT_sq,,,-15.05,-2.42,0.30,-0.68,-10.56,-7.93,-8.01,-5.17,-4.79,-0.94,8.53,1.53,2.07,7.79,5.43,-0.03,5.16,1.26,2.63,1.14,-6.67,-0.97,-6.16,-3.27,1.66,-4.03,-0.16,-1.84,2.26,-0.05,-2.23,-5.74,-0.71,-1.89,-3.72,3.94,3.19,4.78,1.95,2.57,6.37,-4.01
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,96.92,,,,-28.02,-30.83,-25.07,-18.36,-9.32,-2.46,10.71,7.53,1.53,6.34,-9.98,-10.92,-3.34,-10.87,-10.45,-19.39,-24.87,-19.61,-14.33,-4.44,0.20,-5.66,-6.19,-14.11,-16.15,-13.56,-16.14,-12.13,-9.99,-11.57,-10.04,-31.13,-57.29,-72.60,-103.28,-93.21,-44.72,-57.04,567.59
RM_sy,,-8.03,,,,-12.99,-16.08,-11.55,-22.02,-24.06,-18.52,-10.52,3.79,14.78,21.92,17.80,18.53,8.94,3.92,3.54,-4.37,4.89,-7.47,-6.22,-6.67,-11.93,0.34,3.21,6.21,5.95,4.53,-3.64,-6.44,-10.46,-13.85,-8.90,-4.23,2.45,10.07,9.38,11.07,13.19,15.73,11.38
RM_qq,,,-6.40,-11.80,-1.80,-11.21,-10.06,-4.45,6.98,-1.37,-3.26,8.46,3.91,-6.88,1.32,-8.19,2.83,1.04,-6.57,-7.76,-7.43,-5.83,-0.03,-1.70,3.26,-1.25,-5.88,-2.25,-5.46,-3.61,-2.97,-5.17,-0.94,-1.25,-4.68,-3.53,-24.16,-38.77,-38.83,-111.54,257.24,398.25,-52.46,25.56
RM_sq,,,-4.28,-9.59,3.18,-2.55,-7.67,-4.72,-9.04,-5.10,-0.94,4.63,5.51,4.96,5.22,1.10,6.16,-3.53,0.38,0.73,-1.95,5.80,-11.45,2.08,-2.41,-0.15,0.88,5.00,0.43,-0.40,-0.48,-3.20,-2.49,-4.67,-4.25,2.35,2.52,1.97,2.88,1.70,4.10,3.92,5.19,-2.12
COP,375000,200000,199000,218000,220000,254000,294000,322000,295000,288000,292000,268000,253000,270000,257000,263000,267000,267000,285000,302000,329000,322000,299000,295000,266000,261000,274000,266000,273000,277000,276000,285000,280000,264000,266000,266000,332000,521000,783000,-4170000,-10728000,607000,3205000,1933000
COP_yy,,-46.67,,,,27.00,47.74,47.71,34.09,13.39,-0.68,-16.77,-14.24,-6.25,-11.99,-1.87,5.53,-1.11,10.89,14.83,23.22,20.60,4.91,-2.32,-19.15,-18.94,-8.36,-9.83,2.63,6.13,0.73,7.14,2.56,-4.69,-3.62,-6.67,18.57,97.35,194.36,-1667.67,-3331.33,16.51,309.32,146.35
COP_sy,,7.85,,,,1.15,-3.57,-4.05,18.15,26.89,22.96,4.93,-13.79,-16.12,-11.75,3.02,1.82,0.36,10.58,-0.33,8.57,4.26,-15.43,-11.76,-12.50,-6.80,2.19,2.22,2.63,-1.09,-3.93,0.72,7.33,7.38,4.83,,-5.46,-2.75,1.42,-5.04,-3.97,-2.12,-0.70,10.61
COP_qq,,,-0.50,9.55,0.92,15.45,15.75,9.52,-8.39,-2.37,1.39,-8.22,-5.60,6.72,-4.81,2.33,1.52,,6.74,5.96,8.94,-2.13,-7.14,-1.34,-9.83,-1.88,4.98,-2.92,2.63,1.47,-0.36,3.26,-1.75,-5.71,0.76,,24.81,56.93,50.29,-632.57,-157.27,105.66,428.01,-39.69
COP_sq,,,7.28,5.71,-8.78,-2.22,2.27,5.19,12.32,5.02,-0.90,-10.24,-7.72,2.18,4.27,4.78,-8.79,,14.89,-5.56,-0.65,-3.29,-6.80,-1.46,-1.48,3.01,2.19,-1.43,-1.09,-0.73,-0.74,3.35,5.40,-0.68,-3.09,,-0.36,2.17,1.06,-7.69,0.76,4.14,2.53,2.82
CSP,220000,144000,162000,186000,187000,187000,190000,194000,175000,161000,154000,128000,118000,110000,84000,73000,82000,84000,92000,86000,92000,65000,38000,27000,8000,2000,-1000,-10000,-17000,-25000,-37000,-50000,-61000,-95000,-123000,-170000,-263000,-457000,-819000,9605000,-19884000,-1583000,-2283000,-3232000
CSP_yy,,-34.55,,,,29.86,17.28,4.30,-6.42,-13.90,-18.95,-34.02,-32.57,-31.68,-45.45,-42.97,-30.51,-23.64,9.52,17.81,12.20,-22.62,-58.70,-68.60,-91.30,-96.92,-102.63,-137.04,-312.50,-1350.00,-3600.00,-400.00,-258.82,-280.00,-232.43,-240.00,-331.15,-381.05,-565.85,5750.00,-7460.46,-246.39,-178.75,-133.65
CSP_sy,,-13.10,,,,12.33,-6.82,-4.90,3.12,14.63,20.73,18.56,14.14,-17.02,-32.32,-41.74,-43.36,,19.40,31.34,62.50,30.77,17.50,9.09,3.85,-2.94,3.19,-5.21,-16.67,-4.04,-7.22,,5.56,-15.79,-10.00,-7.69,1.05,18.75,-14.81,3.57,-25.00,-21.05,13.04,-9.20
