,2005/Q4,2006/Q4,2007/Q4,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CAR_sy,,-29.06,-18.46,-29.70,,,,-19.55,167.59,45.95,500.38,69.46,137.98,65.49,,27.89,35.85,-13.68,,-57.71,-54.43,11.57,,99.00,11.91,0.54,54.55,-7.52,-2.93,-54.33,-50.14,12.93,-67.81,38.62,66.13,-18.37,37.69,-19.55,-61.54,-26.10,-14.48,-41.76
CAR_qq,,,,,-70.13,9169.57,-91.23,738.50,-84.25,-25.10,1091.35,-83.58,97.51,0.70,,,269.11,97.03,,,401.63,196.11,-90.97,40.61,-31.90,-61.39,34.43,563.41,-80.33,42.99,11.76,-30.41,12.61,17.16,372.61,-64.96,25.00,-13.23,-35.46,-9.34,224.85,208.40
CAR_sq,,,,,-62.56,133.31,-36.09,44.13,24.52,27.25,162.89,-59.32,74.88,-11.51,,,85.77,-43.78,,,100.17,37.65,-32.69,7.30,12.57,23.66,3.46,-35.79,18.15,-41.82,12.97,45.44,-66.32,150.50,35.39,-28.54,-43.19,46.38,-35.28,37.31,-34.26,-0.30
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,-46.77,47.04,16.86,,,,-17.30,-23.48,-10.81,-4.56,-44.68,-39.25,-39.56,,35.53,30.68,6.17,,-18.94,21.43,68.72,,-10.84,-31.61,-30.21,-17.98,-14.32,-44.40,-46.09,-43.66,-14.32,7.88,47.48,71.56,61.81,29.67,-33.81,-34.54,-29.34,-6.52,87.28
QR_sy,,-34.93,38.87,25.11,,,,-17.22,-20.07,47.78,343.85,43.58,69.39,34.11,,6.87,14.41,-38.09,,9.74,23.81,59.24,,-7.26,-35.94,-32.99,-27.17,0.24,60.25,9.78,24.50,-13.14,-51.75,-1.24,-2.03,27.61,26.07,-8.90,-11.45,-43.87,-19.37,-44.31
QR_qq,,,,,1.08,-15.59,-12.84,11.20,-6.47,-1.62,-6.72,-35.55,2.72,-2.12,,,-0.96,-20.47,,,48.36,10.50,-18.56,-33.22,13.80,12.77,-4.29,-30.24,-26.15,9.34,0.03,6.08,-7.02,49.49,16.36,0.05,-25.49,-23.70,15.07,8.00,-1.42,52.88
QR_sq,,,,,-7.66,-12.44,-56.71,136.53,-10.84,61.89,30.00,-23.48,5.19,28.17,,,12.60,-30.64,,,27.04,-10.80,-11.27,-7.76,-12.24,-6.71,-3.56,26.95,40.30,-36.09,9.37,-11.43,-22.06,30.82,8.50,15.36,-23.00,-5.47,5.46,-26.88,10.60,-34.71
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,-46.77,47.04,16.91,,,,-17.33,-23.51,-10.81,-4.56,-44.68,-39.25,-39.56,,35.53,30.68,6.17,,-18.94,21.43,68.72,,-10.84,-31.61,-30.21,-17.98,-14.32,-44.40,-46.09,-43.66,-14.32,7.88,47.48,71.56,61.81,29.67,-33.81,-34.54,-29.34,-6.52,87.28
CR_sy,,-20.85,12.71,21.29,,,,-9.30,-26.85,55.18,253.81,45.68,77.52,29.09,,1.38,10.33,-16.31,,4.02,16.96,16.54,,-0.05,-35.16,-33.00,-24.60,-1.73,64.87,38.33,43.59,28.36,-45.49,-17.36,0.33,-4.12,15.44,-3.95,-11.79,-35.92,-15.82,-25.02
CR_qq,,,,,1.09,-15.63,-12.84,11.20,-6.47,-1.62,-6.72,-35.55,2.72,-2.12,,,-0.96,-20.47,,,48.36,10.50,-18.56,-33.22,13.80,12.77,-4.29,-30.24,-26.15,9.34,0.03,6.08,-7.02,49.49,16.36,0.05,-25.49,-23.70,15.07,8.00,-1.42,52.88
CR_sq,,,,,5.69,-23.53,-37.89,80.67,-14.75,62.21,41.62,-25.61,3.88,17.96,,,13.05,-10.52,,,27.11,-10.84,-8.97,-3.12,-17.53,-7.88,2.45,26.25,38.36,-22.71,6.35,12.86,-41.25,17.18,29.12,7.85,-29.25,-2.50,18.58,-21.65,-7.06,-13.17
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,-94.51,372.81,-49.86,,,,1367.95,970.65,-16.97,40.89,-44.65,-39.25,237.52,,35.43,30.70,6.20,,-19.00,21.07,68.15,,-12.31,-31.79,-31.08,-19.60,-13.84,-45.24,-45.95,-42.76,-13.60,9.88,49.08,72.17,61.06,29.32,-33.99,-34.79,-29.01,-6.34,87.52
PP_sy,,-68.56,110.77,-76.72,,,,191.95,164.22,230.87,87.11,143.44,138.12,20.14,,4.67,8.24,9.20,,2.83,12.63,-29.33,,-14.58,-10.63,30.89,-18.03,-18.59,-18.85,-48.62,-24.27,-5.82,-12.52,66.60,17.35,-23.80,3.55,-54.65,-45.63,-55.63,-70.38,-63.46
PP_qq,,,,,28.20,127.14,-8.36,450.10,-6.50,-82.38,55.49,116.11,2.62,-2.12,,,-0.97,-20.47,,,48.01,10.46,-18.46,-34.22,15.14,11.61,-4.88,-29.51,-26.83,10.17,0.72,6.41,-6.94,49.47,16.33,-0.46,-25.28,-23.70,14.92,8.35,-1.42,52.75
PP_sq,,,,,19.65,66.62,15.25,27.07,8.28,108.65,-34.83,65.32,5.91,5.28,,,9.53,6.21,,,19.97,-33.36,38.53,-22.87,25.51,-2.39,-13.25,-23.40,25.11,-38.20,27.86,-4.75,16.21,17.70,-9.94,-38.15,57.94,-48.45,7.97,-49.53,5.43,-36.40
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,-12.29,32.19,26.87,,,,,,-8.37,-14.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_sy,,-5.21,-25.15,32.30,,,,,,8.51,104.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_qq,,,,,-0.79,-27.19,-14.98,,,,-20.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_sq,,,,,-21.39,-11.69,0.39,,,,89.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,-58.49,82.84,13.40,,,,-8.76,-15.97,-13.54,-26.54,-95.97,-91.92,-94.11,,847.90,417.31,202.91,,-59.25,30.17,237.18,,-93.64,-79.30,-63.17,-52.85,-1173.17,-442.99,-257.42,-308.42,-119.32,17.69,107.62,144.28,145.39,75.90,-1451.61,-245.82,-221.00,-112.84,159.35
KP_sy,,-33.77,-29.34,75.58,,,,-59.62,7.42,1458.44,2900.00,150.85,25.56,36.56,,41.05,-22.33,8.11,,5.13,54.59,-5.68,,-19.37,-33.91,-53.10,-34.75,6.49,-21.78,11.30,-21.88,-48.82,40.77,59.64,77.43,90.86,56.92,-16.30,-33.23,-46.41,-34.92,-27.46
KP_qq,,,,,1.19,-11.96,-13.96,19.04,-6.80,-9.42,-26.89,-93.47,86.83,-33.97,,,1.96,-61.34,,,225.74,0.14,-42.54,-96.61,960.98,78.16,-26.45,-177.19,-239.09,18.23,2.62,18.77,-27.25,107.57,465.59,-16.73,-167.58,-324.66,38.98,30.90,-18.87,218.41
KP_sq,,,,,-32.86,-92.53,-31.88,1082.57,78.59,8.32,31.14,-1.12,-10.61,17.80,,,-50.78,63.96,,,-27.62,0.04,7.75,3.34,-40.68,-28.99,49.89,68.66,-56.42,1.03,5.21,10.49,19.86,14.57,16.93,18.86,-1.45,-38.88,-6.73,-4.60,19.68,-31.87
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,213.08,1290.76,-50.39,,,,-1217.48,-502.35,-498.39,-2240.26,100.99,106.78,101.95,,172.84,15.68,116.97,,-51.60,104.35,338.28,,-93.69,-80.95,-64.59,-47.54,-1475.33,-517.63,-293.04,-356.89,-116.28,18.09,106.96,138.54,139.96,76.04,-1532.36,-246.98,-235.33,-120.55,151.92
PKKO_sy,,-10.35,-4.97,-58.21,,,,-143.54,70.02,-267.57,113.52,28.83,181.03,692.66,,721.84,-32.39,3.79,,-305.26,-632.01,-686.48,,-435.76,26.38,69.37,71.03,85.91,86.12,72.27,165.76,118.85,99.28,175.50,-105.41,-820.73,12005.00,-1671.37,-2247.18,205.52,-35.74,80.52
PKKO_qq,,,,,-20.89,-9.51,50.69,-1135.96,71.52,10.40,-709.55,100.48,94.28,-74.27,,,-17.63,-51.75,,,247.79,3.49,-47.28,-96.67,950.00,92.37,-21.89,-187.17,-218.84,11.08,-3.95,26.62,-20.75,107.55,476.01,-23.90,-172.38,-351.45,40.89,29.93,-17.96,206.28
PKKO_sq,,,,,48.16,-73.39,-195.38,-15.76,678.56,-126.23,107.70,-709.17,2384.64,-44.68,,,148.41,-15.08,,,-543.87,6.39,25.90,-19.96,11.53,61.05,29.92,41.65,12.87,22.16,266.17,-83.27,-103.32,8290.00,-111.90,-2128.72,154.79,-1181.02,82.22,200.20,-66.64,-427.78
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,-81.28,-74.13,46.65,,,,15.48,14.86,-8.89,-27.21,-4.38,22.73,78.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_sy,,-15.14,-13.61,21.24,,,,-21.59,-37.06,-61.02,-48.56,-20.37,-42.46,19.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_qq,,,,,4.49,-1.57,7.37,4.58,3.92,-21.93,-14.21,37.38,33.38,13.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_sq,,,,,-53.04,51.33,-25.19,47.46,-62.30,-6.27,-1.29,128.29,-72.76,95.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRN,104000,555000,2147000,1464000,1401000,1423000,1326000,1268000,1220000,1563000,1821000,1326000,994000,877000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRN_yy,,433.65,286.85,-31.81,,,,-13.39,-12.92,9.84,37.33,4.57,-18.52,-43.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRN_sy,,16.93,14.93,-24.02,,,,38.86,-19.61,60.22,19.54,26.12,401.63,117.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRN_qq,,,,,-4.30,1.57,-6.82,-4.37,-3.79,28.11,16.51,-27.18,-25.04,-11.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRN_sq,,,,,58.55,-40.85,44.20,2.68,-8.21,17.89,7.59,8.33,265.09,-48.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPZ,72000,441000,1289000,641000,613000,708000,801000,874000,963000,1038000,1131000,1310000,1363000,1429000,1411000,1304000,1241000,1308000,1312000,1415000,1340000,1011000,892000,807000,805000,843000,852000,901000,1050000,1247000,1441000,1532000,1552000,1473000,1389000,1266000,1179000,1273000,1361000,1625000,1733000,1620000
CPZ_yy,,512.50,192.29,-50.27,,,,36.35,57.10,46.61,41.20,49.89,41.54,37.67,24.76,-0.46,-8.95,-8.47,-7.02,8.51,7.98,-22.71,-32.01,-42.97,-39.93,-16.62,-4.48,11.65,30.43,47.92,69.13,70.03,47.81,18.12,-3.61,-17.36,-24.03,-13.58,-2.02,28.36,46.99,27.26
CPZ_sy,,8.22,144.30,-29.02,,,,78.83,1.17,60.54,30.98,4.90,49.13,27.93,35.33,-3.89,-14.53,28.82,27.65,40.49,38.78,4.58,14.38,19.02,45.10,38.25,37.42,-19.13,-20.95,-17.94,-40.46,19.61,10.26,4.29,14.26,-20.65,-9.30,11.92,35.82,5.52,1.00,-17.14
CPZ_qq,,,,,-4.37,15.50,13.14,9.11,10.18,7.79,8.96,15.83,4.05,4.84,-1.26,-7.58,-4.83,5.40,0.31,7.85,-5.30,-24.55,-11.77,-9.53,-0.25,4.72,1.07,5.75,16.54,18.76,15.56,6.32,1.31,-5.09,-5.70,-8.86,-6.87,7.97,6.91,19.40,6.65,-6.52
CPZ_sq,,,,,24.82,-34.80,14.35,92.16,-29.39,3.47,-6.70,53.89,0.39,-11.24,-1.31,9.29,-10.73,33.79,-2.20,20.28,-11.82,0.82,6.97,25.15,7.51,-3.94,6.33,-26.35,5.09,-0.28,-22.86,47.96,-3.13,-5.68,-15.48,2.76,10.73,16.38,2.57,-20.17,5.98,-4.51
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_qq,,,,,27.19,16.21,-32.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sq,,,,,28.10,-22.65,9.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ,,,,2000,1000,1000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_qq,,,,,-50.00,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sq,,,,,-19.15,,-25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,-69.16,-76.75,55.02,,,,-2.60,-10.56,-10.39,-18.33,-8.10,3.41,13.18,30.62,20.15,7.66,-3.34,-11.36,-10.99,-8.52,9.10,23.89,40.07,56.70,47.23,34.34,20.82,11.23,3.43,-3.59,-6.97,-11.40,-11.63,-14.21,-12.96,-13.36,-7.81,3.88,-4.97,-6.26,-15.56
RMO_sy,,-4.96,-53.32,84.38,,,,-56.91,-61.85,-70.57,-55.23,-25.52,11.62,-1.49,29.15,9.12,75.08,33.80,-42.57,-39.11,-46.36,-39.32,-1.77,-13.74,2.36,13.85,19.51,12.08,-11.96,8.78,18.26,-1.47,7.29,4.59,-8.38,1.83,8.49,-19.66,-21.50,-25.09,-10.33,8.17
RMO_qq,,,,,3.97,-4.88,3.39,-4.74,-4.53,-4.69,-5.77,7.18,7.44,4.31,8.75,-1.41,-3.73,-6.35,-0.27,-1.00,-1.06,11.69,13.26,11.92,10.69,4.93,3.34,0.66,1.91,-2.43,-3.67,-2.87,-2.95,-2.68,-6.47,-1.46,-3.39,3.55,5.38,-9.85,-4.70,-6.72
RMO_sq,,,,,-54.99,47.79,-27.10,-11.15,-60.15,14.01,10.90,47.81,-40.27,0.62,45.40,24.88,-4.17,-23.11,-37.59,32.40,-15.59,-13.02,1.04,16.26,0.17,-3.25,6.06,9.03,-21.32,19.55,15.31,-9.16,-14.32,16.54,1.01,0.97,-8.72,-13.70,-1.30,-3.65,9.27,4.11
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,-60.26,-89.27,64.72,,,,11.58,14.43,15.59,-40.26,-71.34,-78.99,-78.93,-61.07,-23.37,-5.63,17.87,19.36,8.44,-5.12,-26.81,-28.97,-33.17,-31.38,-26.44,-27.23,-21.04,-18.60,-18.17,-18.74,-19.76,-16.99,-13.12,-11.17,-10.49,-13.33,-8.95,-5.92,-7.98,0.45,-0.70
RMT_sy,,-32.92,-27.84,-30.92,,,,-37.38,-61.45,-49.52,-39.15,3.83,33.33,60.48,29.96,7.87,-4.94,-17.20,-14.81,-23.69,-29.23,-32.93,-40.28,-15.95,-8.57,10.61,16.79,9.98,-6.79,-2.54,-2.90,-20.26,-40.86,-38.04,-37.26,-46.00,10.37,19.05,15.72,26.77,21.67,-20.14
RMT_qq,,,,,10.47,-11.81,3.11,11.07,13.29,-10.91,-46.71,-46.72,-16.93,-10.69,-1.51,4.87,2.30,11.56,-0.28,-4.72,-10.49,-13.95,-3.22,-10.36,-8.09,-7.75,-4.26,-2.73,-5.24,-7.27,-4.93,-3.94,-1.98,-2.95,-2.80,-3.20,-5.09,1.97,0.44,-5.33,3.60,0.80
RMT_sq,,,,,37.23,-35.21,-1.31,-28.64,-15.52,-15.14,18.96,21.75,8.48,2.14,-3.66,1.06,-4.41,-11.03,-0.89,-9.47,-11.34,-15.69,-11.75,27.41,-3.55,2.00,-6.82,19.98,-18.25,6.64,-7.16,-1.47,-39.37,11.72,-5.99,-15.20,23.93,20.50,-8.62,-7.11,18.95,-20.90
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,-68.23,-78.88,56.64,,,,-0.53,-7.42,-6.94,-23.03,-30.37,-30.61,-28.33,-12.94,0.15,1.80,5.20,1.00,-3.03,-7.06,-8.90,-4.58,-3.44,0.50,-1.92,-7.83,-8.10,-9.85,-12.09,-14.48,-16.23,-15.39,-12.68,-12.07,-11.16,-13.35,-8.65,-3.23,-7.11,-1.61,-5.34
RM_sy,,-20.84,-51.04,29.68,,,,-52.98,-66.55,-66.23,-43.46,-13.23,-2.78,31.26,57.21,2.76,50.32,10.56,-20.56,-25.00,-31.32,-26.11,-22.96,-9.08,-3.53,8.96,26.21,11.69,5.21,1.63,-31.29,-0.99,-0.84,7.36,49.16,-31.95,-21.06,-21.92,-26.17,-4.83,2.20,14.06
RM_qq,,,,,4.95,-6.02,3.36,-2.43,-2.33,-5.53,-14.51,-11.74,-2.66,-2.42,3.84,1.54,-1.06,0.84,-0.30,-2.52,-5.16,-1.16,4.42,-1.36,-1.30,-3.53,-1.87,-1.65,-3.17,-5.92,-4.55,-3.65,-2.21,-2.91,-3.88,-2.65,-4.62,2.36,1.82,-6.56,1.02,-1.52
RM_sq,,,,,-14.48,-16.06,-40.40,9.90,-39.16,-15.26,-0.20,68.65,-31.84,14.41,19.53,10.24,-0.29,-15.85,-14.11,4.08,-8.69,-9.47,-10.46,22.83,-3.12,2.26,3.72,8.70,-8.74,-1.22,-29.88,56.63,-8.60,6.93,-2.57,-28.54,6.03,5.76,-7.87,-7.88,13.87,18.02
COP,,,,1466000,1402000,1424000,1328000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_qq,,,,,-4.37,1.57,-6.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_sq,,,,,56.76,-46.12,53.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP,,,,825000,789000,716000,527000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_qq,,,,,-4.36,-9.25,-26.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_sq,,,,,-78.95,575.00,-59.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
